FID;FTYPE;DATE;TIMESTAMP;MACHINE;LANE;STAGE;OUTPUT;MJSID;LOTNAME;LOTNUMBER;SERIAL;PRODUCTID;PRODUCT;FID;BNDRcgStop;BNDStop;Board;BRcgStop;Bwait;CDErr;CMErr;CnvStop;CPErr;CRErr;CTErr;Cwait;FBStop;Fwait;JointPassWait;JudgeStop;LotBoard;LotModule;McFwait;McRwait;MHRcgStop;Module;OtherLStop;OthrStop;Pwait;Rwait;SCEStop;SCStop;Swait;TDispense;TDMiss;THMiss;TMMiss;TPickup;TPMiss;TPriming;Trbl;TRMiss;TRSErr;TRSMiss
74;u01;20130830003919401;1377841159;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525532;233;PTA635AA001_BA001_CA001_RSA635BA001_4;74;0;0;624;0;0;0;0;0;0;0;0;0;0;41;0;0;624;624;11;566;0;624;574;0;0;732;0;0;0;0;0;0;0;94236;11;0;0;1;0;0
75;u01;20130830022825249;1377847705;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525800;232;PTA635AA001_BA001_CA001_RRA635BA001_3;75;0;0;886;0;0;0;0;0;0;0;0;0;0;12;0;0;886;886;11;709;0;886;389;0;0;1069;0;2;0;0;0;4;0;167515;48;0;0;9;0;0
76;u01;20130830000337491;1377839017;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525631;232;PTA635AA001_BA001_CA001_RRA635BA001_3;76;0;0;717;0;0;0;0;0;0;0;0;0;0;12;0;0;717;717;11;510;0;717;324;0;0;844;0;0;0;0;0;3;0;135563;41;0;0;6;0;0
77;u01;20130830044843050;1377856123;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525837;233;PTA635AA001_BA001_CA001_RSA635BA001_4;77;0;0;929;0;0;0;0;0;0;0;0;0;0;44;0;0;929;929;11;868;0;929;865;0;0;1144;1;3;0;0;0;0;0;140304;23;0;0;2;0;0
78;u01;20130830004459565;1377841499;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525538;233;PTA635AA001_BA001_CA001_RSA635BA001_4;78;0;0;630;0;0;0;0;0;0;0;0;0;0;41;0;0;630;630;11;573;0;630;580;0;0;739;0;0;0;0;0;0;0;95142;11;0;0;1;0;0
79;u01;20130830020305410;1377846185;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525774;232;PTA635AA001_BA001_CA001_RRA635BA001_3;79;0;0;860;0;0;0;0;0;0;0;0;0;0;12;0;0;860;860;11;678;0;860;378;0;0;1036;0;2;0;0;0;4;0;162599;48;0;0;7;0;0
80;u01;20130830070641965;1377864401;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525978;233;PTA635AA001_BA001_CA001_RSA635BA001_4;80;0;0;1070;0;0;0;0;0;0;0;0;0;0;71;0;0;1070;1070;11;967;0;1070;978;0;0;1279;1;5;0;0;0;0;0;161600;27;0;0;3;0;0
81;u01;20130830022205784;1377847325;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525794;232;PTA635AA001_BA001_CA001_RRA635BA001_3;81;0;0;880;0;0;0;0;0;0;0;0;0;0;12;0;0;880;880;11;708;0;880;388;0;0;1061;0;2;0;0;0;4;0;166380;48;0;0;8;0;0
82;u01;20130830044209092;1377855729;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525967;232;PTA635AA001_BA001_CA001_RRA635BA001_3;82;0;0;1053;0;0;0;0;0;0;0;0;0;0;12;0;0;1053;1053;11;866;0;1053;472;1;0;1277;0;3;0;0;0;4;0;199083;53;0;0;9;0;0
83;u01;20130830060811672;1377860891;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526060;232;PTA635AA001_BA001_CA001_RRA635BA001_3;83;0;0;1146;0;0;0;0;0;0;0;0;0;0;12;0;0;1146;1146;11;942;0;1146;527;1;1;1394;0;5;0;0;0;4;0;216663;56;0;0;9;0;0
84;u01;20130830030020724;1377849620;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525839;232;PTA635AA001_BA001_CA001_RRA635BA001_3;84;0;0;925;0;0;0;0;0;0;0;0;0;0;12;0;0;925;925;11;743;0;925;410;0;0;1118;0;2;0;0;0;4;0;174886;48;0;0;9;0;0
85;u01;20130830000255264;1377838975;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525630;232;PTA635AA001_BA001_CA001_RRA635BA001_3;85;0;0;716;0;0;0;0;0;0;0;0;0;0;12;0;0;716;716;11;508;0;716;324;0;0;842;0;0;0;0;0;3;0;135374;41;0;0;6;0;0
86;u01;20130830043641720;1377855401;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525821;233;PTA635AA001_BA001_CA001_RSA635BA001_4;86;0;0;913;0;0;0;0;0;0;0;0;0;0;44;0;0;913;913;11;864;0;913;849;0;0;1130;0;2;0;0;0;0;0;137888;23;0;0;2;0;0
87;u01;20130830012243774;1377843763;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525584;233;PTA635AA001_BA001_CA001_RSA635BA001_4;87;0;0;676;0;0;0;0;0;0;0;0;0;0;41;0;0;676;676;11;619;0;676;626;0;0;808;0;2;0;0;0;0;0;102092;15;0;0;1;0;0
88;u01;20130830003832132;1377841112;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525531;233;PTA635AA001_BA001_CA001_RSA635BA001_4;88;0;0;623;0;0;0;0;0;0;0;0;0;0;41;0;0;623;623;11;564;0;623;573;0;0;730;0;0;0;0;0;0;0;94085;11;0;0;1;0;0
89;u01;20130830035010521;1377852610;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525758;233;PTA635AA001_BA001_CA001_RSA635BA001_4;89;0;0;850;0;0;0;0;0;0;0;0;0;0;44;0;0;850;850;11;805;0;850;788;0;0;1033;0;2;0;0;0;0;0;128370;19;0;0;1;0;0
90;u01;20130830063007233;1377862207;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526081;232;PTA635AA001_BA001_CA001_RRA635BA001_3;90;0;0;1167;0;0;0;0;0;0;0;0;0;0;12;0;0;1167;1167;11;967;0;1167;537;1;1;1417;0;5;0;0;0;4;0;220632;56;0;0;9;0;0
91;u01;20130830012713725;1377844033;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525590;233;PTA635AA001_BA001_CA001_RSA635BA001_4;91;0;0;682;0;0;0;0;0;0;0;0;0;0;41;0;0;682;682;11;628;0;682;632;0;0;817;0;2;0;0;0;0;0;102998;15;0;0;1;0;0
92;u01;20130830011456507;1377843296;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525713;232;PTA635AA001_BA001_CA001_RRA635BA001_3;92;0;0;799;0;0;0;0;0;0;0;0;0;0;12;0;0;799;799;11;610;0;799;356;0;0;956;0;0;0;0;0;4;0;151066;44;0;0;7;0;0
93;u01;20130830000146088;1377838906;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525489;233;PTA635AA001_BA001_CA001_RSA635BA001_4;93;0;0;581;0;0;0;0;0;0;0;0;0;0;41;0;0;581;581;11;506;0;581;533;0;0;665;0;0;0;0;0;0;0;87741;10;0;0;0;0;0
94;u01;20130830060902078;1377860942;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525921;233;PTA635AA001_BA001_CA001_RSA635BA001_4;94;0;0;1013;0;0;0;0;0;0;0;0;0;0;50;0;0;1013;1013;11;943;0;1013;937;0;0;1256;1;5;0;0;0;0;0;152991;26;0;0;2;0;0
95;u01;20130830034814137;1377852494;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525755;233;PTA635AA001_BA001_CA001_RSA635BA001_4;95;0;0;847;0;0;0;0;0;0;0;0;0;0;44;0;0;847;847;11;805;0;847;785;0;0;1029;0;2;0;0;0;0;0;127917;19;0;0;1;0;0
96;u01;20130830025335618;1377849215;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525830;232;PTA635AA001_BA001_CA001_RRA635BA001_3;96;0;0;916;0;0;0;0;0;0;0;0;0;0;12;0;0;916;916;11;729;0;916;408;0;0;1104;0;2;0;0;0;4;0;173185;48;0;0;9;0;0
97;u01;20130830025506773;1377849306;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525832;232;PTA635AA001_BA001_CA001_RRA635BA001_3;97;0;0;918;0;0;0;0;0;0;0;0;0;0;12;0;0;918;918;11;732;0;918;408;0;0;1107;0;2;0;0;0;4;0;173563;48;0;0;9;0;0
98;u01;20130830041141703;1377853901;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525927;232;PTA635AA001_BA001_CA001_RRA635BA001_3;98;0;0;1013;0;0;0;0;0;0;0;0;0;0;12;0;0;1013;1013;11;823;0;1013;453;0;0;1233;0;2;0;0;0;4;0;191523;53;0;0;9;0;0
99;u01;20130830070337711;1377864217;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526122;232;PTA635AA001_BA001_CA001_RRA635BA001_3;99;0;0;1208;0;0;0;0;0;0;0;0;0;0;12;0;0;1208;1208;11;967;0;1208;564;1;1;1456;0;5;0;0;0;5;0;228387;59;0;0;11;0;0
100;u01;20130830064113151;1377862873;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526099;232;PTA635AA001_BA001_CA001_RRA635BA001_3;100;0;0;1185;0;0;0;0;0;0;0;0;0;0;12;0;0;1185;1185;11;967;0;1185;550;1;1;1427;0;5;0;0;0;4;0;224035;57;0;0;9;0;0
101;u01;20130830050226128;1377856946;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525854;233;PTA635AA001_BA001_CA001_RSA635BA001_4;101;0;0;946;0;0;0;0;0;0;0;0;0;0;44;0;0;946;946;11;888;0;946;882;0;0;1177;1;3;0;0;0;0;0;142872;24;0;0;2;0;0
102;u01;20130830054251820;1377859371;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526028;232;PTA635AA001_BA001_CA001_RRA635BA001_3;102;0;0;1114;0;0;0;0;0;0;0;0;0;0;12;0;0;1114;1114;11;919;0;1114;511;1;1;1354;0;5;0;0;0;4;0;210614;55;0;0;9;0;0
103;u01;20130830043556177;1377855356;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525820;233;PTA635AA001_BA001_CA001_RSA635BA001_4;103;0;0;912;0;0;0;0;0;0;0;0;0;0;44;0;0;912;912;11;863;0;912;848;0;0;1128;0;2;0;0;0;0;0;137737;23;0;0;2;0;0
104;u01;20130830034656851;1377852416;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525753;233;PTA635AA001_BA001_CA001_RSA635BA001_4;104;0;0;845;0;0;0;0;0;0;0;0;0;0;44;0;0;845;845;11;805;0;845;783;0;0;1026;0;2;0;0;0;0;0;127615;19;0;0;1;0;0
105;u01;20130830001034979;1377839434;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525640;232;PTA635AA001_BA001_CA001_RRA635BA001_3;105;0;0;726;0;0;0;0;0;0;0;0;0;0;12;0;0;726;726;11;518;0;726;328;0;0;856;0;0;0;0;0;3;0;137264;41;0;0;6;0;0
106;u01;20130830043409540;1377855249;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525957;232;PTA635AA001_BA001_CA001_RRA635BA001_3;106;0;0;1043;0;0;0;0;0;0;0;0;0;0;12;0;0;1043;1043;11;861;0;1043;463;0;0;1271;0;2;0;0;0;4;0;197193;53;0;0;9;0;0
107;u01;20130830014942535;1377845382;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525757;232;PTA635AA001_BA001_CA001_RRA635BA001_3;107;0;0;843;0;0;0;0;0;0;0;0;0;0;12;0;0;843;843;11;658;0;843;370;0;0;1013;0;2;0;0;0;4;0;159384;46;0;0;7;0;0
108;u01;20130830042958919;1377854998;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525812;233;PTA635AA001_BA001_CA001_RSA635BA001_4;108;0;0;904;0;0;0;0;0;0;0;0;0;0;44;0;0;904;904;11;855;0;904;840;0;0;1117;0;2;0;0;0;0;0;136529;23;0;0;2;0;0
109;u01;20130830060224583;1377860544;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526053;232;PTA635AA001_BA001_CA001_RRA635BA001_3;109;0;0;1139;0;0;0;0;0;0;0;0;0;0;12;0;0;1139;1139;11;939;0;1139;523;1;1;1385;0;5;0;0;0;4;0;215340;56;0;0;9;0;0
110;u01;20130830032813439;1377851293;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525875;232;PTA635AA001_BA001_CA001_RRA635BA001_3;110;0;0;961;0;0;0;0;0;0;0;0;0;0;12;0;0;961;961;11;785;0;961;422;0;0;1166;0;2;0;0;0;4;0;181692;50;0;0;9;0;0
111;u01;20130830032745548;1377851265;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525735;233;PTA635AA001_BA001_CA001_RSA635BA001_4;111;0;0;827;0;0;0;0;0;0;0;0;0;0;44;0;0;827;827;11;785;0;827;766;0;0;1002;0;2;0;0;0;0;0;124896;18;0;0;1;0;0
112;u01;20130830051801119;1377857881;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526004;232;PTA635AA001_BA001_CA001_RRA635BA001_3;112;0;0;1090;0;0;0;0;0;0;0;0;0;0;12;0;0;1090;1090;11;899;0;1090;492;1;0;1323;0;5;0;0;0;4;0;206077;54;0;0;9;0;0
113;u01;20130830024524248;1377848724;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525820;232;PTA635AA001_BA001_CA001_RRA635BA001_3;113;0;0;906;0;0;0;0;0;0;0;0;0;0;12;0;0;906;906;11;717;0;906;405;0;0;1093;0;2;0;0;0;4;0;171295;48;0;0;9;0;0
114;u01;20130830041223624;1377853943;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525928;232;PTA635AA001_BA001_CA001_RRA635BA001_3;114;0;0;1014;0;0;0;0;0;0;0;0;0;0;12;0;0;1014;1014;11;824;0;1014;454;0;0;1234;0;2;0;0;0;4;0;191712;53;0;0;9;0;0
115;u01;20130830001948481;1377839988;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525648;232;PTA635AA001_BA001_CA001_RRA635BA001_3;115;0;0;734;0;0;0;0;0;0;0;0;0;0;12;0;0;734;734;11;533;0;734;329;0;0;867;0;0;0;0;0;3;0;138777;42;0;0;6;0;0
116;u01;20130830055614231;1377860174;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526045;232;PTA635AA001_BA001_CA001_RRA635BA001_3;116;0;0;1131;0;0;0;0;0;0;0;0;0;0;12;0;0;1131;1131;11;939;0;1131;518;1;1;1374;0;5;0;0;0;4;0;213827;55;0;0;9;0;0
117;u01;20130830061035529;1377861035;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525923;233;PTA635AA001_BA001_CA001_RSA635BA001_4;117;0;0;1015;0;0;0;0;0;0;0;0;0;0;50;0;0;1015;1015;11;947;0;1015;939;0;0;1259;1;5;0;0;0;0;0;153293;26;0;0;2;0;0
118;u01;20130830045341024;1377856421;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525983;232;PTA635AA001_BA001_CA001_RRA635BA001_3;118;0;0;1069;0;0;0;0;0;0;0;0;0;0;12;0;0;1069;1069;11;877;0;1069;484;1;0;1296;0;3;0;0;0;4;0;202107;53;0;0;9;0;0
119;u01;20130830025952924;1377849592;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525699;233;PTA635AA001_BA001_CA001_RSA635BA001_4;119;0;0;791;0;0;0;0;0;0;0;0;0;0;44;0;0;791;791;11;741;0;791;731;0;0;953;0;2;0;0;0;0;0;119459;17;0;0;1;0;0
120;u01;20130830060102297;1377860462;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525909;233;PTA635AA001_BA001_CA001_RSA635BA001_4;120;0;0;1001;0;0;0;0;0;0;0;0;0;0;47;0;0;1001;1001;11;939;0;1001;930;0;0;1248;1;5;0;0;0;0;0;151179;26;0;0;2;0;0
121;u01;20130830052510323;1377858310;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526011;232;PTA635AA001_BA001_CA001_RRA635BA001_3;121;0;0;1097;0;0;0;0;0;0;0;0;0;0;12;0;0;1097;1097;11;905;0;1097;498;1;0;1334;0;5;0;0;0;4;0;207400;54;0;0;9;0;0
122;u01;20130830051130885;1377857490;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525999;232;PTA635AA001_BA001_CA001_RRA635BA001_3;122;0;0;1085;0;0;0;0;0;0;0;0;0;0;12;0;0;1085;1085;11;895;0;1085;489;1;0;1319;0;3;0;0;0;4;0;205131;53;0;0;9;0;0
123;u01;20130830042940205;1377854980;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525951;232;PTA635AA001_BA001_CA001_RRA635BA001_3;123;0;0;1037;0;0;0;0;0;0;0;0;0;0;12;0;0;1037;1037;11;855;0;1037;462;0;0;1265;0;2;0;0;0;4;0;196059;53;0;0;9;0;0
124;u01;20130830063127252;1377862287;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525945;233;PTA635AA001_BA001_CA001_RSA635BA001_4;124;0;0;1037;0;0;0;0;0;0;0;0;0;0;57;0;0;1037;1037;11;967;0;1037;952;0;0;1279;1;5;0;0;0;0;0;156616;27;0;0;2;0;0
125;u01;20130830010842193;1377842922;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525705;232;PTA635AA001_BA001_CA001_RRA635BA001_3;125;0;0;791;0;0;0;0;0;0;0;0;0;0;12;0;0;791;791;11;599;0;791;352;0;0;944;0;0;0;0;0;4;0;149554;44;0;0;7;0;0
126;u01;20130830050055810;1377856855;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525852;233;PTA635AA001_BA001_CA001_RSA635BA001_4;126;0;0;944;0;0;0;0;0;0;0;0;0;0;44;0;0;944;944;11;885;0;944;880;0;0;1173;1;3;0;0;0;0;0;142570;24;0;0;2;0;0
127;u01;20130830012056128;1377843656;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525721;232;PTA635AA001_BA001_CA001_RRA635BA001_3;127;0;0;807;0;0;0;0;0;0;0;0;0;0;12;0;0;807;807;11;615;0;807;361;0;0;965;0;2;0;0;0;4;0;152578;44;0;0;7;0;0
128;u01;20130830063820192;1377862700;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526095;232;PTA635AA001_BA001_CA001_RRA635BA001_3;128;0;0;1181;0;0;0;0;0;0;0;0;0;0;12;0;0;1181;1181;11;967;0;1181;547;1;1;1422;0;5;0;0;0;4;0;223279;57;0;0;9;0;0
129;u01;20130830020138915;1377846098;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525772;232;PTA635AA001_BA001_CA001_RRA635BA001_3;129;0;0;858;0;0;0;0;0;0;0;0;0;0;12;0;0;858;858;11;676;0;858;376;0;0;1033;0;2;0;0;0;4;0;162221;48;0;0;7;0;0
130;u01;20130830041626683;1377854186;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525794;233;PTA635AA001_BA001_CA001_RSA635BA001_4;130;0;0;886;0;0;0;0;0;0;0;0;0;0;44;0;0;886;886;11;831;0;886;822;0;0;1089;0;2;0;0;0;0;0;133810;22;0;0;2;0;0
131;u01;20130830004527786;1377841527;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525678;232;PTA635AA001_BA001_CA001_RRA635BA001_3;131;0;0;764;0;0;0;0;0;0;0;0;0;0;12;0;0;764;764;11;574;0;764;339;0;0;908;0;0;0;0;0;3;0;144448;42;0;0;7;0;0
132;u01;20130830012028113;1377843628;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525581;233;PTA635AA001_BA001_CA001_RSA635BA001_4;132;0;0;673;0;0;0;0;0;0;0;0;0;0;41;0;0;673;673;11;614;0;673;623;0;0;802;0;2;0;0;0;0;0;101639;15;0;0;1;0;0
133;u01;20130830041524747;1377854124;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525932;232;PTA635AA001_BA001_CA001_RRA635BA001_3;133;0;0;1018;0;0;0;0;0;0;0;0;0;0;12;0;0;1018;1018;11;829;0;1018;456;0;0;1239;0;2;0;0;0;4;0;192468;53;0;0;9;0;0
134;u01;20130830024954526;1377848994;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525826;232;PTA635AA001_BA001_CA001_RRA635BA001_3;134;0;0;912;0;0;0;0;0;0;0;0;0;0;12;0;0;912;912;11;722;0;912;406;0;0;1099;0;2;0;0;0;4;0;172429;48;0;0;9;0;0
135;u01;20130830000059132;1377838859;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525488;233;PTA635AA001_BA001_CA001_RSA635BA001_4;135;0;0;580;0;0;0;0;0;0;0;0;0;0;41;0;0;580;580;11;504;0;580;532;0;0;663;0;0;0;0;0;0;0;87590;10;0;0;0;0;0
136;u01;20130830042911491;1377854951;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525811;233;PTA635AA001_BA001_CA001_RSA635BA001_4;136;0;0;903;0;0;0;0;0;0;0;0;0;0;44;0;0;903;903;11;854;0;903;839;0;0;1116;0;2;0;0;0;0;0;136378;23;0;0;2;0;0
137;u01;20130830063528795;1377862528;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525951;233;PTA635AA001_BA001_CA001_RSA635BA001_4;137;0;0;1043;0;0;0;0;0;0;0;0;0;0;59;0;0;1043;1043;11;967;0;1043;958;0;0;1279;1;5;0;0;0;0;0;157523;27;0;0;3;0;0
138;u01;20130830022913370;1377847753;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525801;232;PTA635AA001_BA001_CA001_RRA635BA001_3;138;0;0;887;0;0;0;0;0;0;0;0;0;0;12;0;0;887;887;11;709;0;887;390;0;0;1071;0;2;0;0;0;4;0;167704;48;0;0;9;0;0
139;u01;20130830030644531;1377850004;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525708;233;PTA635AA001_BA001_CA001_RSA635BA001_4;139;0;0;800;0;0;0;0;0;0;0;0;0;0;44;0;0;800;800;11;752;0;800;740;0;0;965;0;2;0;0;0;0;0;120818;17;0;0;1;0;0
140;u01;20130830000312615;1377838992;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525491;233;PTA635AA001_BA001_CA001_RSA635BA001_4;140;0;0;583;0;0;0;0;0;0;0;0;0;0;41;0;0;583;583;11;508;0;583;535;0;0;667;0;0;0;0;0;0;0;88043;10;0;0;0;0;0
141;u01;20130830004133003;1377841293;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525535;233;PTA635AA001_BA001_CA001_RSA635BA001_4;141;0;0;627;0;0;0;0;0;0;0;0;0;0;41;0;0;627;627;11;569;0;627;577;0;0;735;0;0;0;0;0;0;0;94689;11;0;0;1;0;0
142;u01;20130830053734134;1377859054;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526021;232;PTA635AA001_BA001_CA001_RRA635BA001_3;142;0;0;1107;0;0;0;0;0;0;0;0;0;0;12;0;0;1107;1107;11;908;0;1107;507;1;1;1343;0;5;0;0;0;4;0;209291;55;0;0;9;0;0
143;u01;20130830035934011;1377853174;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525911;232;PTA635AA001_BA001_CA001_RRA635BA001_3;143;0;0;997;0;0;0;0;0;0;0;0;0;0;12;0;0;997;997;11;807;0;997;446;0;0;1211;0;2;0;0;0;4;0;188498;52;0;0;9;0;0
144;u01;20130830054122074;1377859282;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526026;232;PTA635AA001_BA001_CA001_RRA635BA001_3;144;0;0;1112;0;0;0;0;0;0;0;0;0;0;12;0;0;1112;1112;11;916;0;1112;509;1;1;1351;0;5;0;0;0;4;0;210236;55;0;0;9;0;0
145;u01;20130830062152490;1377861712;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525939;233;PTA635AA001_BA001_CA001_RSA635BA001_4;145;0;0;1031;0;0;0;0;0;0;0;0;0;0;52;0;0;1031;1031;11;967;0;1031;946;0;0;1279;1;5;0;0;0;0;0;155710;27;0;0;2;0;0
146;u01;20130830021949915;1377847189;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525791;232;PTA635AA001_BA001_CA001_RRA635BA001_3;146;0;0;877;0;0;0;0;0;0;0;0;0;0;12;0;0;877;877;11;704;0;877;386;0;0;1057;0;2;0;0;0;4;0;165813;48;0;0;8;0;0
147;u01;20130830001834374;1377839914;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525507;233;PTA635AA001_BA001_CA001_RSA635BA001_4;147;0;0;599;0;0;0;0;0;0;0;0;0;0;41;0;0;599;599;11;531;0;599;549;0;0;692;0;0;0;0;0;0;0;90460;10;0;0;1;0;0
148;u01;20130830054207047;1377859327;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526027;232;PTA635AA001_BA001_CA001_RRA635BA001_3;148;0;0;1113;0;0;0;0;0;0;0;0;0;0;12;0;0;1113;1113;11;918;0;1113;510;1;1;1353;0;5;0;0;0;4;0;210425;55;0;0;9;0;0
149;u01;20130830002520519;1377840320;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525516;233;PTA635AA001_BA001_CA001_RSA635BA001_4;149;0;0;608;0;0;0;0;0;0;0;0;0;0;41;0;0;608;608;11;544;0;608;558;0;0;708;0;0;0;0;0;0;0;91819;10;0;0;1;0;0
150;u01;20130830005404885;1377842044;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525689;232;PTA635AA001_BA001_CA001_RRA635BA001_3;150;0;0;775;0;0;0;0;0;0;0;0;0;0;12;0;0;775;775;11;586;0;775;343;0;0;921;0;0;0;0;0;3;0;146528;43;0;0;7;0;0
151;u01;20130830025056708;1377849056;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525688;233;PTA635AA001_BA001_CA001_RSA635BA001_4;151;0;0;780;0;0;0;0;0;0;0;0;0;0;44;0;0;780;780;11;723;0;780;721;0;0;936;0;2;0;0;0;0;0;117798;17;0;0;1;0;0
152;u01;20130830063228296;1377862348;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;526085;232;PTA635AA001_BA001_CA001_RRA635BA001_3;152;0;0;1171;0;0;0;0;0;0;0;0;0;0;12;0;0;1171;1171;11;967;0;1171;540;1;1;1420;0;5;0;0;0;4;0;221388;56;0;0;9;0;0
153;u01;20130830054353819;1377859433;01;1;1;3;PTA635AA001_BA001_CA001;RSA635BA001;4;525890;233;PTA635AA001_BA001_CA001_RSA635BA001_4;153;0;0;982;0;0;0;0;0;0;0;0;0;0;44;0;0;982;982;11;920;0;982;914;0;0;1220;1;5;0;0;0;0;0;148309;25;0;0;2;0;0
154;u01;20130830004612625;1377841572;01;2;1;3;PTA635AA001_BA001_CA001;RRA635BA001;3;525679;232;PTA635AA001_BA001_CA001_RRA635BA001_3;154;0;0;765;0;0;0;0;0;0;0;0;0;0;12;0;0;765;765;11;574;0;765;340;0;0;909;0;0;0;0;0;3;0;144637;42;0;0;7;0;0
