SCRIPT: orig_chart7.sql
equipment_id	lane_no	stage_no	total_down_time	prev_proc_wait_time	next_proc_wait_time	singl_cycl_stop_time	chip_supp_wait_time	sldr_ctr_wait_time	sldr_snsr_wait_time	cln_paper_wait_time	brcg_time	cperr_count	dataedit	mente	othrstop_count	prodview	unitadjust	real_run_time	grand_total_in_hours	last_col
1012	1	1	15	12	3	0	0	0	0	0	275	OK	NULL	1012	1	1	12173	1019	10142	251	156	0	0	0	20729	1422567241_9012_ManagementData.log	NULL
1012	1	1	3	3	0	0	0	0	0	0	73	OK	NULL	1012	1	1	12173	1019	10142	251	156	0	0	0	20804	1422567313_9014_ManagementData.log	NULL
1012	1	1	3	3	0	0	0	0	0	0	73	OK	NULL	1012	1	1	12176	1022	10142	251	156	0	0	0	20838	1422567396_9016_ManagementData.log	NULL
1012	1	1	3	3	0	0	0	0	0	0	73	OK	NULL	1012	1	1	12176	1022	10142	251	156	0	0	0	20838	1422567360_9015_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	196	OK	NULL	1012	1	1	12176	1022	10142	251	156	0	0	0	21034	1422567854_9018_ManagementData.log	NULL
1012	1	1	1074	2	1069	3	0	0	0	0	134	OK	NULL	1012	1	1	12177	1022	10143	251	156	0	0	0	21069	1422569159_9019_ManagementData.log	NULL
1012	1	1	46	0	46	0	0	0	0	0	34	OK	NULL	1012	1	1	13296	1024	11257	254	156	0	0	0	21202	1422569429_9021_ManagementData.log	NULL
1012	1	1	1074	2	1069	3	0	0	0	0	134	OK	NULL	1012	1	1	13250	1024	11211	254	156	0	0	0	21168	1422569349_9020_ManagementData.log	NULL
1012	1	1	370	0	370	0	0	0	0	0	81	OK	NULL	1012	1	1	13535	1024	11496	254	156	0	0	0	21249	1422569715_9022_ManagementData.log	NULL
1012	1	1	370	0	370	0	0	0	0	0	81	OK	NULL	1012	1	1	13666	1024	11627	254	156	0	0	0	21283	1422569981_9024_ManagementData.log	NULL
1012	1	1	370	0	370	0	0	0	0	0	81	OK	NULL	1012	1	1	13535	1024	11496	254	156	0	0	0	21249	1422569879_9023_ManagementData.log	NULL
1012	1	1	211	4	207	0	0	0	0	0	142	OK	NULL	1012	1	1	13734	1024	11695	254	156	0	0	0	21318	1422570093_9025_ManagementData.log	NULL
1012	1	1	211	4	207	0	0	0	0	0	142	OK	NULL	1012	1	1	13812	1024	11773	254	156	0	0	0	21352	1422570194_9026_ManagementData.log	NULL
1012	1	1	211	4	207	0	0	0	0	0	142	OK	NULL	1012	1	1	13877	1028	11834	254	156	0	0	0	21425	1422570269_9028_ManagementData.log	NULL
1012	1	1	211	4	207	0	0	0	0	0	142	OK	NULL	1012	1	1	13869	1024	11830	254	156	0	0	0	21395	1422570232_9027_ManagementData.log	NULL
1012	1	1	13917	1035	11867	254	156	0	0	0	21624	NOT_OK	NULL	1012	1	1	13917	1035	11867	254	156	0	0	0	21624	1422570561_9035_ManagementData.log	NULL
1012	1	1	33	7	26	0	0	0	0	0	164	OK	NULL	1012	1	1	13884	1031	11838	254	156	0	0	0	21456	1422570308_9029_ManagementData.log	NULL
1012	1	1	33	7	26	0	0	0	0	0	164	OK	NULL	1012	1	1	13890	1034	11841	254	156	0	0	0	21488	1422570345_9030_ManagementData.log	NULL
1012	1	1	33	7	26	0	0	0	0	0	164	OK	NULL	1012	1	1	13894	1034	11845	254	156	0	0	0	21522	1422570385_9031_ManagementData.log	NULL
1012	1	1	33	7	26	0	0	0	0	0	164	OK	NULL	1012	1	1	13901	1035	11851	254	156	0	0	0	21555	1422570429_9032_ManagementData.log	NULL
1012	1	1	33	7	26	0	0	0	0	0	164	OK	NULL	1012	1	1	13910	1035	11860	254	156	0	0	0	21589	1422570470_9033_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	563	13	534	16	0	0	0	0	646	1422571860_9054_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	800	16	768	16	0	0	0	0	721	1422572064_9056_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	665	13	636	16	0	0	0	0	690	1422572026_9055_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	803	16	771	16	0	0	0	0	756	1422572102_9057_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	811	20	775	16	0	0	0	0	787	1422572140_9058_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	817	23	778	16	0	0	0	0	818	1422572177_9059_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	823	26	781	16	0	0	0	0	850	1422572215_9060_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	827	26	785	16	0	0	0	0	883	1422572252_9061_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	837	29	792	16	0	0	0	0	949	1422572328_9063_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	830	26	788	16	0	0	0	0	918	1422572290_9062_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1139	29	1094	16	0	0	0	0	1027	1422572671_9064_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1139	29	1094	16	0	0	0	0	1027	1422572710_9065_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1143	29	1098	16	0	0	0	0	1062	1422572983_9066_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1383	29	1338	16	0	0	0	0	1096	1422573040_9067_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1405	29	1360	16	0	0	0	0	1131	1422573078_9068_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1409	29	1364	16	0	0	0	0	1164	1422573115_9069_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1412	29	1367	16	0	0	0	0	1199	1422573153_9070_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1415	29	1370	16	0	0	0	0	1233	1422573191_9071_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1418	29	1373	16	0	0	0	0	1268	1422573228_9072_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1423	30	1377	16	0	0	0	0	1301	1422573312_9073_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1473	30	1427	16	0	0	0	0	1334	1422573355_9074_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1482	30	1436	16	0	0	0	0	1369	1422573398_9075_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1492	31	1445	16	0	0	0	0	1401	1422573441_9076_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1503	34	1453	16	0	0	0	0	1433	1422573483_9077_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1513	35	1462	16	0	0	0	0	1465	1422573525_9078_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1521	35	1470	16	0	0	0	0	1500	1422573568_9079_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1541	38	1487	16	0	0	0	0	1565	1422573612_9080_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1541	38	1487	16	0	0	0	0	1565	1422573654_9081_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1551	39	1496	16	0	0	0	0	1599	1422573696_9082_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1560	40	1504	16	0	0	0	0	1632	1422573949_9083_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1778	40	1722	16	0	0	0	0	1666	1422574000_9084_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1811	46	1749	16	0	0	0	0	1729	1422574471_9086_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	1811	46	1749	16	0	0	0	0	1729	1422574433_9085_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2202	46	2140	16	0	0	0	0	1774	1422574509_9087_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2202	46	2140	16	0	0	0	0	1809	1422574545_9088_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2204	48	2140	16	0	0	0	0	1843	1422574694_9089_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2316	49	2251	16	0	0	0	0	1911	1422574742_9090_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2329	49	2264	16	0	0	0	0	1946	1422574780_9091_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2329	49	2264	16	0	0	0	0	1946	1422574816_9092_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2336	52	2268	16	0	0	0	0	1977	1422574853_9093_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2339	53	2270	16	0	0	0	0	2011	1422574889_9094_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2341	53	2272	16	0	0	0	0	2045	1422574925_9095_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2402	53	2277	16	0	0	0	0	2115	1422575233_9096_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2402	53	2277	16	0	0	0	0	2115	1422575270_9097_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2618	54	2492	16	0	0	0	0	2153	1422575634_9098_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2937	57	2808	16	0	0	0	0	2194	1422575672_9099_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2942	60	2810	16	0	0	0	0	2227	1422575709_9100_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2946	61	2813	16	0	0	0	0	2264	1422575788_9101_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2988	61	2855	16	0	0	0	0	2299	1422575825_9102_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2988	61	2855	16	0	0	0	0	2335	1422575861_9103_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2991	61	2858	16	0	0	0	0	2406	1422576029_9104_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2991	61	2858	16	0	0	0	0	2406	1422576101_9106_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	2991	61	2858	16	0	0	0	0	2406	1422576065_9105_ManagementData.log	NULL
1012	1	1	0	0	0	0	87	0	0	0	0	OK	NULL	1012	1	1	3390	61	2988	16	243	0	0	0	2467	1422576429_9107_ManagementData.log	NULL
1012	1	1	0	0	0	0	87	0	0	0	0	OK	NULL	1012	1	1	3420	63	2988	16	243	0	0	0	2549	1422576474_9108_ManagementData.log	NULL
1012	1	1	0	0	0	0	87	0	0	0	0	OK	NULL	1012	1	1	3423	66	2988	16	243	0	0	0	2582	1422576511_9109_ManagementData.log	NULL
1012	1	1	0	0	0	0	87	0	0	0	0	OK	NULL	1012	1	1	3427	70	2988	16	243	0	0	0	2649	1422576585_9111_ManagementData.log	NULL
1012	1	1	0	0	0	0	87	0	0	0	0	OK	NULL	1012	1	1	3424	67	2988	16	243	0	0	0	2616	1422576549_9110_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3427	70	2988	16	243	0	0	0	2684	1422576622_9112_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3427	70	2988	16	243	0	0	0	2719	1422576658_9113_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3427	70	2988	16	243	0	0	0	2754	1422576706_9114_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3434	76	2989	16	243	0	0	0	2818	1422576780_9116_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3430	73	2988	16	243	0	0	0	2786	1422576744_9115_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3435	77	2989	16	243	0	0	0	2852	1422577000_9117_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3435	77	2989	16	243	0	0	0	2852	1422577038_9118_ManagementData.log	NULL
1012	1	1	0	0	0	0	0	0	0	0	0	OK	NULL	1012	1	1	3437	77	2991	16	243	0	0	0	3331	1422579233_9121_ManagementData.log	NULL
1012	1	2	120	120	0	0	0	0	0	0	135	OK	NULL	1012	1	2	3467	396	2063	16	882	0	0	0	3321	1422579233_9121_ManagementData.log	NULL
1012	1	2	179	2	4	0	173	0	0	0	79	OK	NULL	1012	1	2	3347	276	2063	16	882	0	0	0	3186	1422577038_9118_ManagementData.log	NULL
1012	1	2	179	2	4	0	173	0	0	0	79	OK	NULL	1012	1	2	3346	275	2063	16	882	0	0	0	3149	1422577000_9117_ManagementData.log	NULL
1012	1	2	18	5	13	0	0	0	0	0	177	OK	NULL	1012	1	2	3167	273	2059	16	709	0	0	0	3071	1422576744_9115_ManagementData.log	NULL
1012	1	2	18	5	13	0	0	0	0	0	177	OK	NULL	1012	1	2	3168	274	2059	16	709	0	0	0	3107	1422576780_9116_ManagementData.log	NULL
1012	1	2	18	5	13	0	0	0	0	0	177	OK	NULL	1012	1	2	3164	272	2057	16	709	0	0	0	3037	1422576706_9114_ManagementData.log	NULL
1012	1	2	18	5	13	0	0	0	0	0	177	OK	NULL	1012	1	2	3152	271	2046	16	709	0	0	0	3001	1422576658_9113_ManagementData.log	NULL
1012	1	2	18	5	13	0	0	0	0	0	177	OK	NULL	1012	1	2	3151	270	2046	16	709	0	0	0	2966	1422576622_9112_ManagementData.log	NULL
1012	1	2	297	243	0	0	0	0	0	0	188	OK	NULL	1012	1	2	3149	268	2046	16	709	0	0	0	2895	1422576549_9110_ManagementData.log	NULL
1012	1	2	297	243	0	0	0	0	0	0	188	OK	NULL	1012	1	2	3150	269	2046	16	709	0	0	0	2930	1422576585_9111_ManagementData.log	NULL
1012	1	2	297	243	0	0	0	0	0	0	188	OK	NULL	1012	1	2	3148	267	2046	16	709	0	0	0	2858	1422576511_9109_ManagementData.log	NULL
1012	1	2	297	243	0	0	0	0	0	0	188	OK	NULL	1012	1	2	3147	266	2046	16	709	0	0	0	2822	1422576474_9108_ManagementData.log	NULL
1012	1	2	297	243	0	0	0	0	0	0	188	OK	NULL	1012	1	2	3139	258	2046	16	709	0	0	0	2784	1422576429_9107_ManagementData.log	NULL
1012	1	2	131	2	2	0	127	0	0	0	108	OK	NULL	1012	1	2	2851	26	2044	16	709	0	0	0	2709	1422576065_9105_ManagementData.log	NULL
1012	1	2	131	2	2	0	127	0	0	0	108	OK	NULL	1012	1	2	2853	26	2046	16	709	0	0	0	2742	1422576101_9106_ManagementData.log	NULL
1012	1	2	131	2	2	0	127	0	0	0	108	OK	NULL	1012	1	2	2850	25	2044	16	709	0	0	0	2673	1422576029_9104_ManagementData.log	NULL
1012	1	2	48	4	44	0	0	0	0	0	141	OK	NULL	1012	1	2	2722	24	2044	16	582	0	0	0	2634	1422575861_9103_ManagementData.log	NULL
1012	1	2	48	4	44	0	0	0	0	0	141	OK	NULL	1012	1	2	2721	23	2044	16	582	0	0	0	2599	1422575825_9102_ManagementData.log	NULL
1012	1	2	48	4	44	0	0	0	0	0	141	OK	NULL	1012	1	2	2720	22	2044	16	582	0	0	0	2563	1422575788_9101_ManagementData.log	NULL
1012	1	2	48	4	44	0	0	0	0	0	141	OK	NULL	1012	1	2	2675	21	2000	16	582	0	0	0	2528	1422575709_9100_ManagementData.log	NULL
1012	1	2	317	0	317	0	0	0	0	0	86	OK	NULL	1012	1	2	2674	20	2000	16	582	0	0	0	2493	1422575672_9099_ManagementData.log	NULL
1012	1	2	317	0	317	0	0	0	0	0	86	OK	NULL	1012	1	2	2674	20	2000	16	582	0	0	0	2455	1422575634_9098_ManagementData.log	NULL
1012	1	2	264	2	0	0	206	0	0	0	80	OK	NULL	1012	1	2	2357	20	1683	16	582	0	0	0	2407	1422575270_9097_ManagementData.log	NULL
1012	1	2	264	2	0	0	206	0	0	0	80	OK	NULL	1012	1	2	2356	19	1683	16	582	0	0	0	2372	1422575233_9096_ManagementData.log	NULL
1012	1	2	6	4	2	0	0	0	0	0	139	OK	NULL	1012	1	2	2093	18	1683	16	376	0	0	0	2327	1422574925_9095_ManagementData.log	NULL
1012	1	2	6	4	2	0	0	0	0	0	139	OK	NULL	1012	1	2	2092	17	1683	16	376	0	0	0	2292	1422574889_9094_ManagementData.log	NULL
1012	1	2	6	4	2	0	0	0	0	0	139	OK	NULL	1012	1	2	2089	16	1681	16	376	0	0	0	2258	1422574853_9093_ManagementData.log	NULL
1012	1	2	6	4	2	0	0	0	0	0	139	OK	NULL	1012	1	2	2088	15	1681	16	376	0	0	0	2223	1422574816_9092_ManagementData.log	NULL
1012	1	2	118	7	111	0	0	0	0	0	191	OK	NULL	1012	1	2	2087	14	1681	16	376	0	0	0	2188	1422574780_9091_ManagementData.log	NULL
1012	1	2	118	7	111	0	0	0	0	0	191	OK	NULL	1012	1	2	2085	12	1681	16	376	0	0	0	2151	1422574742_9090_ManagementData.log	NULL
1012	1	2	118	7	111	0	0	0	0	0	191	OK	NULL	1012	1	2	2084	11	1681	16	376	0	0	0	2105	1422574694_9089_ManagementData.log	NULL
1012	1	2	118	7	111	0	0	0	0	0	191	OK	NULL	1012	1	2	1971	9	1570	16	376	0	0	0	2069	1422574545_9088_ManagementData.log	NULL
1012	1	2	118	7	111	0	0	0	0	0	191	OK	NULL	1012	1	2	1970	8	1570	16	376	0	0	0	2034	1422574509_9087_ManagementData.log	NULL
1012	1	2	383	0	7	0	376	0	0	0	88	OK	NULL	1012	1	2	1969	7	1570	16	376	0	0	0	1959	1422574433_9085_ManagementData.log	NULL
1012	1	2	383	0	7	0	376	0	0	0	88	OK	NULL	1012	1	2	1969	7	1570	16	376	0	0	0	1997	1422574471_9086_ManagementData.log	NULL
1012	1	2	229	0	229	0	0	0	0	0	75	OK	NULL	1012	1	2	1586	7	1563	16	0	0	0	0	1909	1422574000_9084_ManagementData.log	NULL
1012	1	2	229	0	229	0	0	0	0	0	75	OK	NULL	1012	1	2	1573	7	1550	16	0	0	0	0	1870	1422573949_9083_ManagementData.log	NULL
1012	1	2	14	0	14	0	0	0	0	0	114	OK	NULL	1012	1	2	1357	7	1334	16	0	0	0	0	1834	1422573696_9082_ManagementData.log	NULL
1012	1	2	14	0	14	0	0	0	0	0	114	OK	NULL	1012	1	2	1352	7	1329	16	0	0	0	0	1797	1422573654_9081_ManagementData.log	NULL
1012	1	2	14	0	14	0	0	0	0	0	114	OK	NULL	1012	1	2	1348	7	1325	16	0	0	0	0	1759	1422573612_9080_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1343	7	1320	16	0	0	0	0	1720	1422573568_9079_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1337	6	1315	16	0	0	0	0	1683	1422573525_9078_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1332	6	1310	16	0	0	0	0	1646	1422573483_9077_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1327	6	1305	16	0	0	0	0	1608	1422573441_9076_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1323	6	1301	16	0	0	0	0	1569	1422573398_9075_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1318	6	1296	16	0	0	0	0	1532	1422573355_9074_ManagementData.log	NULL
1012	1	2	78	1	77	0	0	0	0	0	263	OK	NULL	1012	1	2	1312	6	1290	16	0	0	0	0	1494	1422573312_9073_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1265	6	1243	16	0	0	0	0	1457	1422573228_9072_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1265	6	1243	16	0	0	0	0	1420	1422573191_9071_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1264	5	1243	16	0	0	0	0	1383	1422573153_9070_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1264	5	1243	16	0	0	0	0	1346	1422573115_9069_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1263	4	1243	16	0	0	0	0	1309	1422573078_9068_ManagementData.log	NULL
1012	1	2	24	2	22	0	0	0	0	0	220	OK	NULL	1012	1	2	1260	4	1240	16	0	0	0	0	1275	1422573040_9067_ManagementData.log	NULL
1012	1	2	236	0	236	0	0	0	0	0	76	OK	NULL	1012	1	2	1241	4	1221	16	0	0	0	0	1237	1422572983_9066_ManagementData.log	NULL
1012	1	2	236	0	236	0	0	0	0	0	76	OK	NULL	1012	1	2	1005	4	985	16	0	0	0	0	1199	1422572710_9065_ManagementData.log	NULL
1012	1	2	295	0	295	0	0	0	0	0	48	OK	NULL	1012	1	2	1005	4	985	16	0	0	0	0	1161	1422572671_9064_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	709	3	690	16	0	0	0	0	1076	1422572290_9062_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	710	4	690	16	0	0	0	0	1113	1422572328_9063_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	709	3	690	16	0	0	0	0	1038	1422572252_9061_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	708	2	690	16	0	0	0	0	1001	1422572215_9060_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	708	2	690	16	0	0	0	0	964	1422572177_9059_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	708	2	690	16	0	0	0	0	926	1422572140_9058_ManagementData.log	NULL
1012	1	2	5	2	3	0	0	0	0	0	260	OK	NULL	1012	1	2	708	2	690	16	0	0	0	0	889	1422572102_9057_ManagementData.log	NULL
1012	1	2	228	2	226	0	0	0	0	0	122	OK	NULL	1012	1	2	704	1	687	16	0	0	0	0	816	1422572026_9055_ManagementData.log	NULL
1012	1	2	228	2	226	0	0	0	0	0	122	OK	NULL	1012	1	2	705	2	687	16	0	0	0	0	853	1422572064_9056_ManagementData.log	NULL
1012	1	2	228	2	226	0	0	0	0	0	122	OK	NULL	1012	1	2	577	1	560	16	0	0	0	0	777	1422571860_9054_ManagementData.log	NULL
1012	1	2	221	0	221	0	0	0	0	0	76	OK	NULL	1012	1	2	167	0	151	16	0	0	0	0	276	1422570948_9041_ManagementData.log	NULL
1012	1	2	221	0	221	0	0	0	0	0	76	OK	NULL	1012	1	2	355	0	339	16	0	0	0	0	313	1422571173_9042_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	360	0	344	16	0	0	0	0	350	1422571216_9043_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	365	0	349	16	0	0	0	0	388	1422571259_9044_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	370	0	354	16	0	0	0	0	427	1422571302_9045_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	374	0	358	16	0	0	0	0	465	1422571344_9046_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	379	0	363	16	0	0	0	0	502	1422571387_9047_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	383	0	367	16	0	0	0	0	540	1422571429_9048_ManagementData.log	NULL
1012	1	2	33	0	33	0	0	0	0	0	265	OK	NULL	1012	1	2	388	0	372	16	0	0	0	0	578	1422571471_9049_ManagementData.log	NULL
1012	1	2	89	0	89	0	0	0	0	0	153	OK	NULL	1012	1	2	465	0	449	16	0	0	0	0	616	1422571586_9050_ManagementData.log	NULL
1012	1	2	89	0	89	0	0	0	0	0	153	OK	NULL	1012	1	2	470	0	454	16	0	0	0	0	653	1422571629_9051_ManagementData.log	NULL
1012	1	2	89	0	89	0	0	0	0	0	153	OK	NULL	1012	1	2	474	0	458	16	0	0	0	0	693	1422571672_9052_ManagementData.log	NULL
1012	1	2	89	0	89	0	0	0	0	0	153	OK	NULL	1012	1	2	477	0	461	16	0	0	0	0	731	1422571713_9053_ManagementData.log	NULL
1012	1	2	14	1	13	0	0	0	0	0	187	OK	NULL	1012	1	2	12804	1311	8858	255	1774	0	0	0	22734	1422570470_9033_ManagementData.log	NULL
1012	1	2	116	0	116	0	0	0	0	0	200	OK	NULL	1012	1	2	25	0	9	16	0	0	0	0	76	1422570606_9036_ManagementData.log	NULL
1012	1	2	116	0	116	0	0	0	0	0	200	OK	NULL	1012	1	2	122	0	106	16	0	0	0	0	114	1422570742_9037_ManagementData.log	NULL
1012	1	2	116	0	116	0	0	0	0	0	200	OK	NULL	1012	1	2	130	0	114	16	0	0	0	0	152	1422570787_9038_ManagementData.log	NULL
1012	1	2	116	0	116	0	0	0	0	0	200	OK	NULL	1012	1	2	134	0	118	16	0	0	0	0	200	1422570839_9039_ManagementData.log	NULL
1012	1	2	116	0	116	0	0	0	0	0	200	OK	NULL	1012	1	2	134	0	118	16	0	0	0	0	237	1422570877_9040_ManagementData.log	NULL
1012	1	2	14	1	13	0	0	0	0	0	187	OK	NULL	1012	1	2	12800	1311	8854	255	1774	0	0	0	22696	1422570429_9032_ManagementData.log	NULL
