START TABLE: nc_summary
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
NC_SUMMARY	SETUP_ID	0	108	numeric	38
NC_SUMMARY	EQUIPMENT_ID	0	108	numeric	38
NC_SUMMARY	NC_VERSION	1	108	numeric	38
NC_SUMMARY	TVA	0	108	numeric	38
NC_SUMMARY	DOUBLE_FEEDER_FLAG	0	231	nvarchar	0
NC_SUMMARY	GLUE_TOTAL	0	108	numeric	38
NC_SUMMARY	SOLDER_TOTAL	0	108	numeric	38
END METADATA:
START DATA:
SETUP_ID	EQUIPMENT_ID	NC_VERSION	TVA	DOUBLE_FEEDER_FLAG	GLUE_TOTAL	SOLDER_TOTAL
16944	1030	113697	4	T	0	0
16946	1026	113698	248	T	0	0
16946	1027	113699	230	T	0	0
16946	1028	113700	131	T	0	0
16946	1029	113701	92	T	0	0
16946	1030	113702	15	T	0	0
16948	1026	113703	85	T	0	0
16948	1027	113704	94	T	0	0
16948	1028	113705	55	T	0	0
16948	1029	113706	30	T	0	0
16948	1030	113707	4	T	0	0
16950	1026	113708	248	T	0	0
16950	1027	113709	230	T	0	0
16950	1028	113710	131	T	0	0
16950	1029	113711	92	T	0	0
16950	1030	113712	15	T	0	0
16952	1026	113713	85	T	0	0
16952	1027	113714	94	T	0	0
16952	1028	113715	55	T	0	0
16952	1029	113716	30	T	0	0
16952	1030	113717	4	T	0	0
16954	1026	113718	248	T	0	0
16954	1027	113719	230	T	0	0
16954	1028	113720	131	T	0	0
16954	1029	113721	92	T	0	0
16954	1030	113722	15	T	0	0
17274	1026	113723	204	T	0	0
17274	1027	113724	161	T	0	0
17274	1028	113725	92	T	0	0
17274	1029	113726	64	T	0	0
17274	1030	113727	9	T	0	0
17276	1026	113728	130	T	0	0
17276	1027	113729	94	T	0	0
17276	1028	113730	63	T	0	0
17276	1029	113731	40	T	0	0
17276	1030	113732	10	T	0	0
17254	1010	113743	189	T	0	0
17254	1011	113744	186	T	0	0
17254	1012	113745	108	T	0	0
17254	1013	113746	81	T	0	0
17254	1014	113747	7	T	0	0
17254	1010	113773	189	T	0	0
17254	1011	113774	186	T	0	0
17254	1012	113775	108	T	0	0
17254	1013	113776	81	T	0	0
17254	1014	113777	7	T	0	0
17254	1010	113803	189	T	0	0
17254	1011	113804	186	T	0	0
17254	1012	113805	108	T	0	0
17254	1013	113806	81	T	0	0
17254	1014	113807	7	T	0	0
17256	1010	113808	151	T	0	0
17256	1011	113809	137	T	0	0
17256	1012	113810	85	T	0	0
17256	1013	113811	45	T	0	0
17256	1014	113812	9	T	0	0
17287	1026	113853	167	T	0	0
17287	1027	113854	138	T	0	0
17287	1028	113855	100	T	0	0
17287	1029	113856	52	T	0	0
17287	1030	113857	6	T	0	0
17287	1026	113863	167	T	0	0
17287	1027	113864	138	T	0	0
17287	1028	113865	100	T	0	0
17287	1029	113866	52	T	0	0
17287	1030	113867	6	T	0	0
17254	1010	113883	189	T	0	0
17254	1011	113884	186	T	0	0
17254	1012	113885	108	T	0	0
17254	1013	113886	81	T	0	0
17254	1014	113887	7	T	0	0
17256	1010	113888	151	T	0	0
17256	1011	113889	137	T	0	0
17256	1012	113890	85	T	0	0
17256	1013	113891	45	T	0	0
17256	1014	113892	9	T	0	0
17287	1026	113903	167	T	0	0
17287	1027	113904	138	T	0	0
17287	1028	113905	100	T	0	0
17287	1029	113906	52	T	0	0
17287	1030	113907	6	T	0	0
17287	1026	113973	167	T	0	0
17287	1027	113974	138	T	0	0
17287	1028	113975	100	T	0	0
17287	1029	113976	52	T	0	0
17287	1030	113977	6	T	0	0
17256	1010	113998	151	T	0	0
17256	1011	113999	137	T	0	0
17256	1012	114000	85	T	0	0
17256	1013	114001	45	T	0	0
17256	1010	114028	151	T	0	0
17256	1011	114029	137	T	0	0
17256	1012	114030	85	T	0	0
17256	1013	114031	45	T	0	0
17256	1014	114032	9	T	0	0
17258	1010	114063	185	T	0	0
17258	1011	114064	182	T	0	0
17258	1012	114065	108	T	0	0
17258	1013	114066	79	T	0	0
17258	1014	114067	7	T	0	0
17260	1010	114068	149	T	0	0
17260	1011	114069	137	T	0	0
17260	1012	114070	85	T	0	0
17260	1013	114071	45	T	0	0
17260	1014	114072	9	T	0	0
17258	1010	114413	185	T	0	0
17258	1011	114414	182	T	0	0
17258	1012	114415	108	T	0	0
17258	1013	114416	79	T	0	0
17258	1014	114417	7	T	0	0
17260	1010	114418	149	T	0	0
17260	1011	114419	137	T	0	0
17260	1012	114420	85	T	0	0
17260	1013	114421	45	T	0	0
17260	1014	114422	9	T	0	0
17258	1010	114443	185	T	0	0
17258	1011	114444	182	T	0	0
17258	1012	114445	108	T	0	0
17258	1013	114446	79	T	0	0
17258	1014	114447	7	T	0	0
17260	1010	114448	149	T	0	0
17260	1011	114449	137	T	0	0
17260	1012	114450	85	T	0	0
17260	1013	114451	45	T	0	0
17260	1014	114452	9	T	0	0
17258	1010	114473	185	T	0	0
17258	1011	114474	182	T	0	0
17258	1012	114475	108	T	0	0
17258	1013	114476	79	T	0	0
17258	1014	114477	7	T	0	0
17260	1010	114478	149	T	0	0
17260	1011	114479	137	T	0	0
17260	1012	114480	85	T	0	0
17260	1013	114481	45	T	0	0
17260	1014	114482	9	T	0	0
17258	1013	114626	79	T	0	0
17258	1014	114627	7	T	0	0
17260	1010	114628	149	T	0	0
17260	1011	114629	137	T	0	0
17260	1012	114630	85	T	0	0
17260	1013	114631	45	T	0	0
17260	1014	114632	9	T	0	0
17260	1010	114688	149	T	0	0
17260	1011	114689	137	T	0	0
17260	1012	114690	85	T	0	0
17260	1013	114691	45	T	0	0
17260	1014	114692	9	T	0	0
17254	1010	114703	189	T	0	0
17254	1011	114704	186	T	0	0
17254	1012	114705	108	T	0	0
17254	1013	114706	81	T	0	0
17254	1014	114707	7	T	0	0
17254	1010	114733	189	T	0	0
17254	1011	114734	186	T	0	0
17254	1012	114735	108	T	0	0
17254	1013	114736	81	T	0	0
17254	1014	114737	7	T	0	0
17256	1010	114738	151	T	0	0
17256	1011	114739	137	T	0	0
17256	1012	114740	85	T	0	0
17256	1013	114741	45	T	0	0
17256	1014	114742	9	T	0	0
17287	1026	114753	167	T	0	0
17287	1027	114754	138	T	0	0
17287	1028	114755	100	T	0	0
17287	1029	114756	52	T	0	0
17287	1030	114757	6	T	0	0
17254	1010	114773	189	T	0	0
17254	1011	114774	186	T	0	0
17254	1012	114775	108	T	0	0
17254	1013	114776	81	T	0	0
17254	1014	114777	7	T	0	0
17256	1010	114778	151	T	0	0
17256	1011	114779	137	T	0	0
17256	1012	114780	85	T	0	0
17256	1013	114781	45	T	0	0
17256	1014	114782	9	T	0	0
17254	1010	114803	189	T	0	0
17254	1011	114804	186	T	0	0
17254	1012	114805	108	T	0	0
17254	1013	114806	81	T	0	0
17254	1014	114807	7	T	0	0
17256	1010	114808	151	T	0	0
17256	1011	114809	137	T	0	0
17256	1012	114810	85	T	0	0
17256	1013	114811	45	T	0	0
17256	1014	114812	9	T	0	0
17254	1010	114833	189	T	0	0
17254	1011	114834	186	T	0	0
17254	1012	114835	108	T	0	0
17254	1013	114836	81	T	0	0
17254	1014	114837	7	T	0	0
17256	1010	114838	151	T	0	0
17256	1011	114839	137	T	0	0
17256	1012	114840	85	T	0	0
17256	1013	114841	45	T	0	0
17256	1014	114842	9	T	0	0
17289	1026	114998	233	T	0	0
17289	1027	114999	245	T	0	0
17289	1028	115000	94	T	0	0
17289	1029	115011	47	T	0	0
17289	1026	115018	233	T	0	0
17289	1027	115019	245	T	0	0
17289	1028	115020	94	T	0	0
17289	1029	115021	47	T	0	0
17289	1030	115022	11	T	0	0
17254	1010	115063	189	T	0	0
17254	1011	115064	186	T	0	0
17254	1012	115065	108	T	0	0
17254	1013	115066	81	T	0	0
17254	1014	115067	7	T	0	0
17256	1010	115068	151	T	0	0
17256	1011	115069	137	T	0	0
17256	1012	115070	85	T	0	0
17256	1013	115071	45	T	0	0
17256	1014	115072	9	T	0	0
17254	1010	115093	189	T	0	0
17254	1011	115094	186	T	0	0
17254	1012	115095	108	T	0	0
17254	1013	115096	81	T	0	0
17254	1014	115097	7	T	0	0
17256	1010	115098	151	T	0	0
17256	1011	115099	137	T	0	0
17256	1012	115100	85	T	0	0
17256	1013	115101	45	T	0	0
17256	1014	115102	9	T	0	0
17254	1010	115123	189	T	0	0
17254	1011	115124	186	T	0	0
17256	1011	115129	137	T	0	0
17254	1010	115183	189	T	0	0
17254	1011	115184	186	T	0	0
17254	1012	115185	108	T	0	0
17254	1013	115186	81	T	0	0
17254	1014	115187	7	T	0	0
17256	1010	115188	151	T	0	0
17256	1011	115189	137	T	0	0
17256	1012	115190	85	T	0	0
17256	1013	115191	45	T	0	0
17256	1014	115192	9	T	0	0
17254	1010	115213	189	T	0	0
17254	1011	115214	186	T	0	0
17254	1012	115215	108	T	0	0
17254	1013	115216	81	T	0	0
17254	1014	115217	7	T	0	0
17256	1010	115218	151	T	0	0
17256	1011	115219	137	T	0	0
17256	1012	115220	85	T	0	0
17256	1013	115221	45	T	0	0
17256	1014	115222	9	T	0	0
17289	1026	115238	233	T	0	0
17289	1027	115239	245	T	0	0
17289	1028	115240	94	T	0	0
17289	1029	115241	47	T	0	0
17289	1030	115242	11	T	0	0
17289	1026	115288	233	T	0	0
17289	1027	115289	245	T	0	0
17289	1028	115290	94	T	0	0
17289	1029	115291	47	T	0	0
17289	1030	115292	11	T	0	0
17254	1010	115303	189	T	0	0
17254	1011	115304	186	T	0	0
17254	1012	115305	108	T	0	0
17254	1013	115306	81	T	0	0
17254	1014	115307	7	T	0	0
17256	1010	115308	151	T	0	0
17256	1011	115309	137	T	0	0
17256	1012	115310	85	T	0	0
17256	1013	115311	45	T	0	0
17256	1014	115312	9	T	0	0
17254	1010	115333	189	T	0	0
17254	1011	115334	186	T	0	0
17254	1012	115335	108	T	0	0
17254	1013	115336	81	T	0	0
17254	1014	115337	7	T	0	0
17256	1010	115338	151	T	0	0
17256	1011	115339	137	T	0	0
17256	1012	115340	85	T	0	0
17256	1013	115341	45	T	0	0
17256	1014	115342	9	T	0	0
17289	1026	115358	233	T	0	0
17289	1027	115359	245	T	0	0
17289	1028	115360	94	T	0	0
17289	1029	115361	47	T	0	0
17289	1030	115362	11	T	0	0
17289	1026	115388	233	T	0	0
17289	1027	115389	245	T	0	0
17289	1028	115390	94	T	0	0
17289	1029	115391	47	T	0	0
17289	1030	115392	11	T	0	0
17289	1026	115398	233	T	0	0
17289	1027	115399	245	T	0	0
17289	1028	115400	94	T	0	0
17289	1029	115401	47	T	0	0
17289	1030	115402	11	T	0	0
17289	1026	115408	233	T	0	0
17289	1027	115409	245	T	0	0
17289	1028	115410	94	T	0	0
17289	1029	115411	47	T	0	0
17289	1030	115412	11	T	0	0
17254	1010	115423	189	T	0	0
17254	1011	115424	186	T	0	0
17254	1012	115425	108	T	0	0
17254	1013	115426	81	T	0	0
17254	1014	115427	7	T	0	0
17256	1010	115428	151	T	0	0
17256	1011	115429	137	T	0	0
17256	1012	115430	85	T	0	0
17256	1013	115431	45	T	0	0
17256	1014	115432	9	T	0	0
17287	1026	115443	167	T	0	0
17287	1027	115444	138	T	0	0
17287	1028	115445	100	T	0	0
17287	1029	115446	52	T	0	0
17287	1030	115447	6	T	0	0
17226	1010	115453	236	T	0	0
17226	1011	115454	195	T	0	0
17226	1012	115455	107	T	0	0
17226	1013	115456	64	T	0	0
17226	1014	115457	6	T	0	0
17228	1010	115458	253	T	0	0
17228	1011	115459	264	T	0	0
17228	1012	115460	114	T	0	0
17228	1013	115461	55	T	0	0
17228	1014	115462	14	T	0	0
17287	1026	115463	167	T	0	0
17287	1027	115464	138	T	0	0
17287	1028	115465	100	T	0	0
17287	1029	115466	52	T	0	0
17287	1030	115467	6	T	0	0
17226	1010	115473	236	T	0	0
17226	1011	115474	195	T	0	0
17226	1012	115475	107	T	0	0
17226	1013	115476	64	T	0	0
17226	1014	115477	6	T	0	0
17228	1010	115478	253	T	0	0
17228	1011	115479	264	T	0	0
17228	1012	115480	114	T	0	0
17228	1013	115481	55	T	0	0
17228	1014	115482	14	T	0	0
17254	1010	115493	189	T	0	0
17254	1011	115494	186	T	0	0
17254	1012	115495	108	T	0	0
17254	1013	115496	81	T	0	0
17254	1014	115497	7	T	0	0
17256	1010	115498	151	T	0	0
17256	1011	115499	137	T	0	0
17256	1012	115500	85	T	0	0
17256	1013	115501	45	T	0	0
17256	1014	115502	9	T	0	0
17289	1026	115518	233	T	0	0
17289	1027	115519	245	T	0	0
17289	1028	115520	94	T	0	0
17289	1029	115521	47	T	0	0
17289	1030	115522	11	T	0	0
17289	1026	115528	233	T	0	0
17289	1027	115529	245	T	0	0
17289	1028	115530	94	T	0	0
17289	1029	115531	47	T	0	0
17289	1030	115532	11	T	0	0
17254	1010	115543	189	T	0	0
17254	1011	115544	186	T	0	0
17254	1012	115545	108	T	0	0
17254	1013	115546	81	T	0	0
17254	1014	115547	7	T	0	0
17256	1010	115548	151	T	0	0
17256	1011	115549	137	T	0	0
17256	1012	115550	85	T	0	0
17256	1013	115551	45	T	0	0
17256	1014	115552	9	T	0	0
17254	1010	115603	189	T	0	0
17254	1011	115604	186	T	0	0
17254	1012	115605	108	T	0	0
17254	1013	115606	81	T	0	0
17254	1014	115607	7	T	0	0
17256	1010	115608	151	T	0	0
17256	1011	115609	137	T	0	0
17256	1012	115610	85	T	0	0
17256	1013	115611	45	T	0	0
17256	1014	115612	9	T	0	0
17254	1010	115693	189	T	0	0
17254	1011	115694	186	T	0	0
17254	1012	115695	108	T	0	0
17254	1013	115696	81	T	0	0
17254	1014	115697	7	T	0	0
17256	1010	115698	151	T	0	0
17256	1011	115699	137	T	0	0
17256	1012	115700	85	T	0	0
17256	1013	115701	45	T	0	0
17256	1014	115702	9	T	0	0
17289	1026	115718	233	T	0	0
17289	1027	115719	245	T	0	0
17289	1028	115720	94	T	0	0
17289	1029	115721	47	T	0	0
17289	1030	115722	11	T	0	0
17289	1026	115728	233	T	0	0
17289	1027	115729	245	T	0	0
17289	1026	115738	233	T	0	0
17289	1027	115739	245	T	0	0
17289	1028	115740	94	T	0	0
17289	1029	115741	47	T	0	0
17289	1030	115742	11	T	0	0
17289	1026	115768	233	T	0	0
17289	1027	115769	245	T	0	0
17289	1028	115770	94	T	0	0
17289	1029	115771	47	T	0	0
17289	1030	115772	11	T	0	0
17289	1026	115778	233	T	0	0
17289	1027	115779	245	T	0	0
17289	1028	115780	94	T	0	0
17289	1029	115781	47	T	0	0
17289	1030	115782	11	T	0	0
17250	1010	115783	210	T	0	0
17250	1011	115784	202	T	0	0
17250	1012	115785	130	T	0	0
17250	1013	115786	84	T	0	0
17250	1014	115787	7	T	0	0
17252	1010	115788	177	T	0	0
17252	1011	115789	160	T	0	0
17252	1012	115790	91	T	0	0
17252	1013	115791	48	T	0	0
17252	1014	115792	10	T	0	0
17289	1029	115821	47	T	0	0
17289	1030	115822	11	T	0	0
17289	1026	115828	233	T	0	0
17289	1027	115829	245	T	0	0
17289	1028	115830	94	T	0	0
17289	1029	115831	47	T	0	0
17289	1030	115832	11	T	0	0
16940	1026	115833	85	T	0	0
16940	1027	115834	94	T	0	0
16940	1028	115835	55	T	0	0
16940	1029	115836	30	T	0	0
16940	1030	115837	4	T	0	0
16942	1026	115838	248	T	0	0
16942	1027	115839	230	T	0	0
16942	1028	115840	131	T	0	0
16942	1029	115841	92	T	0	0
16942	1030	115842	15	T	0	0
16944	1026	115843	85	T	0	0
16944	1027	115844	94	T	0	0
16944	1028	115845	55	T	0	0
16944	1029	115846	30	T	0	0
16944	1030	115847	4	T	0	0
16946	1026	115848	248	T	0	0
16946	1027	115849	230	T	0	0
16946	1028	115850	131	T	0	0
16946	1029	115851	92	T	0	0
16946	1030	115852	15	T	0	0
16948	1026	115853	85	T	0	0
16948	1027	115854	94	T	0	0
16948	1028	115855	55	T	0	0
16948	1029	115856	30	T	0	0
16948	1030	115857	4	T	0	0
16950	1026	115858	248	T	0	0
16950	1027	115859	230	T	0	0
16950	1028	115860	131	T	0	0
16950	1029	115861	92	T	0	0
16950	1030	115862	15	T	0	0
16952	1026	115863	85	T	0	0
16952	1027	115864	94	T	0	0
16952	1028	115865	55	T	0	0
16952	1029	115866	30	T	0	0
16952	1030	115867	4	T	0	0
16954	1026	115868	248	T	0	0
16954	1027	115869	230	T	0	0
16954	1028	115870	131	T	0	0
16954	1029	115871	92	T	0	0
16954	1030	115872	15	T	0	0
17274	1026	115873	204	T	0	0
17274	1027	115874	161	T	0	0
17274	1028	115875	92	T	0	0
17274	1029	115876	64	T	0	0
17274	1030	115877	9	T	0	0
17274	1026	115883	204	T	0	0
17274	1027	115884	161	T	0	0
17274	1028	115885	92	T	0	0
17274	1029	115886	64	T	0	0
17274	1030	115887	9	T	0	0
17276	1026	115888	130	T	0	0
17276	1027	115889	94	T	0	0
17276	1028	115890	63	T	0	0
17276	1029	115891	40	T	0	0
17276	1030	115892	10	T	0	0
17274	1026	115893	204	T	0	0
17274	1027	115894	161	T	0	0
17274	1028	115895	92	T	0	0
17274	1029	115896	64	T	0	0
17274	1030	115897	9	T	0	0
17276	1026	115898	130	T	0	0
17276	1027	115899	94	T	0	0
17276	1028	115900	63	T	0	0
17276	1029	115901	40	T	0	0
17276	1030	115902	10	T	0	0
17307	1010	116823	173	T	0	0
17307	1011	116824	178	T	0	0
17307	1012	116825	122	T	0	0
17307	1013	116826	63	T	0	0
17307	1014	116827	6	T	0	0
17309	1010	116828	171	T	0	0
17309	1011	116829	161	T	0	0
17309	1012	116830	75	T	0	0
17309	1013	116831	58	T	0	0
17309	1014	116832	10	T	0	0
17307	1010	116983	173	T	0	0
17307	1011	116984	178	T	0	0
17307	1012	116985	122	T	0	0
17307	1013	116986	63	T	0	0
17307	1014	116987	6	T	0	0
17309	1010	116988	171	T	0	0
17309	1011	116989	161	T	0	0
17309	1012	116990	75	T	0	0
17309	1013	116991	58	T	0	0
17309	1014	116992	10	T	0	0
17343	1026	117443	170	T	0	0
17343	1027	117444	151	T	0	0
17343	1028	117445	95	T	0	0
17343	1029	117446	72	T	0	0
17343	1030	117447	6	T	0	0
17307	1010	117473	173	T	0	0
17307	1011	117474	178	T	0	0
17307	1012	117475	122	T	0	0
17307	1013	117476	63	T	0	0
17307	1014	117477	6	T	0	0
17309	1010	117478	171	T	0	0
17309	1011	117479	161	T	0	0
17309	1012	117480	75	T	0	0
17309	1013	117481	58	T	0	0
17309	1014	117482	10	T	0	0
17307	1010	117513	173	T	0	0
17307	1011	117514	178	T	0	0
17307	1012	117515	122	T	0	0
17307	1013	117516	63	T	0	0
17307	1014	117517	6	T	0	0
17309	1010	117518	171	T	0	0
17309	1011	117519	161	T	0	0
17309	1012	117520	75	T	0	0
17309	1013	117521	58	T	0	0
17309	1014	117522	10	T	0	0
17307	1010	117553	173	T	0	0
17307	1011	117554	178	T	0	0
17307	1012	117555	122	T	0	0
17307	1013	117556	63	T	0	0
17307	1014	117557	6	T	0	0
17309	1010	117558	171	T	0	0
17309	1011	117559	161	T	0	0
17309	1012	117560	75	T	0	0
17309	1013	117561	58	T	0	0
17309	1014	117562	10	T	0	0
17343	1026	117593	170	T	0	0
17343	1027	117594	151	T	0	0
17343	1028	117595	95	T	0	0
17343	1029	117596	72	T	0	0
17343	1030	117597	6	T	0	0
17307	1010	118183	173	T	0	0
17307	1011	118184	178	T	0	0
17307	1012	118185	122	T	0	0
17307	1013	118186	63	T	0	0
17307	1014	118187	6	T	0	0
17309	1010	118188	171	T	0	0
17309	1011	118189	161	T	0	0
17309	1012	118190	75	T	0	0
17309	1013	118191	58	T	0	0
17309	1014	118192	10	T	0	0
17307	1010	118223	173	T	0	0
17307	1011	118224	178	T	0	0
17307	1012	118225	122	T	0	0
17307	1013	118226	63	T	0	0
17307	1014	118227	6	T	0	0
17309	1010	118228	171	T	0	0
17309	1011	118229	161	T	0	0
17309	1012	118230	75	T	0	0
17309	1013	118231	58	T	0	0
17309	1014	118232	10	T	0	0
17343	1026	118263	170	T	0	0
17343	1027	118264	151	T	0	0
17343	1028	118265	95	T	0	0
17343	1029	118266	72	T	0	0
17343	1030	118267	6	T	0	0
17343	1026	118293	170	T	0	0
17343	1027	118294	151	T	0	0
17343	1028	118295	95	T	0	0
17343	1029	118296	72	T	0	0
17343	1030	118297	6	T	0	0
17343	1026	118323	170	T	0	0
17343	1027	118324	151	T	0	0
17343	1028	118325	95	T	0	0
17343	1029	118326	72	T	0	0
17343	1030	118327	6	T	0	0
17343	1026	118353	170	T	0	0
17343	1027	118354	151	T	0	0
17343	1028	118355	95	T	0	0
17343	1029	118356	72	T	0	0
17343	1030	118357	6	T	0	0
17343	1026	118453	170	T	0	0
17343	1027	118454	151	T	0	0
17343	1028	118455	95	T	0	0
17343	1029	118456	72	T	0	0
17343	1030	118457	6	T	0	0
17343	1026	118523	170	T	0	0
17343	1027	118524	151	T	0	0
17343	1028	118525	95	T	0	0
17343	1029	118526	72	T	0	0
17343	1030	118527	6	T	0	0
17343	1026	118713	170	T	0	0
17343	1027	118714	151	T	0	0
17343	1028	118715	95	T	0	0
17343	1029	118716	72	T	0	0
17343	1030	118717	6	T	0	0
17343	1026	118963	170	T	0	0
17343	1027	118964	151	T	0	0
17343	1028	118965	95	T	0	0
17343	1029	118966	72	T	0	0
17343	1030	118967	6	T	0	0
17343	1026	118993	170	T	0	0
17343	1027	118994	151	T	0	0
17343	1028	118995	95	T	0	0
17343	1029	118996	72	T	0	0
17343	1030	118997	6	T	0	0
17343	1026	119293	170	T	0	0
17343	1027	119294	151	T	0	0
17343	1028	119295	95	T	0	0
17343	1029	119296	72	T	0	0
17343	1030	119297	6	T	0	0
17315	1010	119343	173	T	0	0
17315	1011	119344	165	T	0	0
17315	1012	119345	116	T	0	0
17315	1013	119346	53	T	0	0
17315	1014	119347	6	T	0	0
17317	1010	119388	160	T	0	0
17317	1011	119389	157	T	0	0
17317	1012	119390	72	T	0	0
17317	1013	119391	53	T	0	0
17317	1014	119392	10	T	0	0
17315	1010	119423	173	T	0	0
17315	1011	119424	165	T	0	0
17315	1012	119425	116	T	0	0
17315	1013	119426	53	T	0	0
17315	1014	119427	6	T	0	0
17317	1010	119428	160	T	0	0
17317	1011	119429	157	T	0	0
17317	1012	119430	72	T	0	0
17317	1013	119431	53	T	0	0
17317	1014	119432	10	T	0	0
17345	1026	119898	204	T	0	0
17345	1027	119899	206	T	0	0
17345	1028	119900	112	T	0	0
17345	1029	119901	42	T	0	0
17345	1030	119902	9	T	0	0
17345	1026	119988	204	T	0	0
17345	1027	119989	206	T	0	0
17345	1028	119990	112	T	0	0
17345	1029	119991	42	T	0	0
17345	1030	119992	9	T	0	0
17345	1030	120082	9	T	0	0
17345	1026	120138	204	T	0	0
17345	1027	120139	206	T	0	0
17345	1028	120140	112	T	0	0
17345	1029	120141	42	T	0	0
17345	1026	120168	204	T	0	0
17345	1027	120169	206	T	0	0
17345	1026	120198	204	T	0	0
17345	1027	120199	206	T	0	0
17345	1028	120200	112	T	0	0
17345	1026	120228	204	T	0	0
17345	1027	120229	206	T	0	0
17345	1028	120230	112	T	0	0
17345	1029	120231	42	T	0	0
17345	1030	120232	9	T	0	0
17345	1026	120258	204	T	0	0
17345	1027	120259	206	T	0	0
17345	1028	120260	112	T	0	0
17345	1029	120261	42	T	0	0
17345	1026	120288	204	T	0	0
17345	1027	120289	206	T	0	0
17345	1028	120290	112	T	0	0
17345	1029	120291	42	T	0	0
17345	1030	120292	9	T	0	0
17343	1026	120313	170	T	0	0
17343	1027	120314	151	T	0	0
17343	1028	120315	95	T	0	0
17343	1029	120316	72	T	0	0
17343	1030	120317	6	T	0	0
17343	1026	120343	170	T	0	0
17343	1027	120344	151	T	0	0
17343	1028	120345	95	T	0	0
17343	1029	120346	72	T	0	0
17343	1030	120347	6	T	0	0
17343	1026	120373	170	T	0	0
17343	1027	120374	151	T	0	0
17343	1028	120375	95	T	0	0
17343	1029	120376	72	T	0	0
17343	1030	120377	6	T	0	0
17315	1010	120423	173	T	0	0
17315	1011	120424	165	T	0	0
17315	1012	120425	116	T	0	0
17315	1013	120426	53	T	0	0
17315	1014	120427	6	T	0	0
17317	1010	120428	160	T	0	0
17317	1011	120429	157	T	0	0
17317	1012	120430	72	T	0	0
17317	1013	120431	53	T	0	0
17317	1014	120432	10	T	0	0
17315	1010	120543	173	T	0	0
17315	1011	120544	165	T	0	0
17315	1012	120545	116	T	0	0
17315	1013	120546	53	T	0	0
17315	1014	120547	6	T	0	0
17317	1010	120548	160	T	0	0
17317	1011	120549	157	T	0	0
17317	1012	120550	72	T	0	0
17317	1013	120551	53	T	0	0
17317	1014	120552	10	T	0	0
17315	1010	120583	173	T	0	0
17315	1011	120584	165	T	0	0
17315	1012	120585	116	T	0	0
17315	1013	120586	53	T	0	0
17315	1014	120587	6	T	0	0
17317	1010	120588	160	T	0	0
17317	1011	120589	157	T	0	0
17317	1012	120590	72	T	0	0
17317	1013	120591	53	T	0	0
17317	1014	120592	10	T	0	0
17315	1010	120663	173	T	0	0
17315	1011	120664	165	T	0	0
17315	1012	120665	116	T	0	0
17315	1013	120666	53	T	0	0
17315	1014	120667	6	T	0	0
17317	1010	120668	160	T	0	0
17317	1011	120669	157	T	0	0
17317	1012	120670	72	T	0	0
17317	1013	120671	53	T	0	0
17317	1014	120672	10	T	0	0
17315	1010	120743	173	T	0	0
17315	1011	120744	165	T	0	0
17315	1012	120745	116	T	0	0
17315	1013	120746	53	T	0	0
17315	1014	120747	6	T	0	0
17317	1010	120748	160	T	0	0
17317	1011	120749	157	T	0	0
17317	1012	120750	72	T	0	0
17317	1013	120751	53	T	0	0
17317	1014	120752	10	T	0	0
17315	1010	120863	173	T	0	0
17315	1011	120864	165	T	0	0
17315	1012	120865	116	T	0	0
17315	1013	120866	53	T	0	0
17315	1014	120867	6	T	0	0
17317	1010	120868	160	T	0	0
17317	1011	120869	157	T	0	0
17317	1012	120870	72	T	0	0
17317	1013	120871	53	T	0	0
17317	1014	120872	10	T	0	0
17315	1010	120983	173	T	0	0
17315	1011	120984	165	T	0	0
17315	1012	120985	116	T	0	0
17315	1013	120986	53	T	0	0
17315	1014	120987	6	T	0	0
17317	1010	120988	160	T	0	0
17317	1011	120989	157	T	0	0
17317	1012	120990	72	T	0	0
17317	1013	120991	53	T	0	0
17317	1014	120992	10	T	0	0
17315	1010	121023	173	T	0	0
17315	1011	121024	165	T	0	0
17315	1012	121025	116	T	0	0
17315	1013	121026	53	T	0	0
17315	1014	121027	6	T	0	0
17317	1010	121028	160	T	0	0
17317	1011	121029	157	T	0	0
17317	1012	121030	72	T	0	0
17317	1013	121031	53	T	0	0
17317	1014	121032	10	T	0	0
17315	1010	121063	173	T	0	0
17315	1011	121064	165	T	0	0
17315	1012	121065	116	T	0	0
17315	1013	121066	53	T	0	0
17315	1014	121067	6	T	0	0
17317	1010	121068	160	T	0	0
17317	1011	121069	157	T	0	0
17317	1012	121070	72	T	0	0
17317	1013	121071	53	T	0	0
17317	1014	121072	10	T	0	0
17315	1010	121103	173	T	0	0
17315	1011	121104	165	T	0	0
17315	1012	121105	116	T	0	0
17315	1013	121106	53	T	0	0
17315	1014	121107	6	T	0	0
17317	1010	121108	160	T	0	0
17317	1011	121109	157	T	0	0
17317	1012	121110	72	T	0	0
17317	1013	121111	53	T	0	0
17317	1014	121112	10	T	0	0
17345	1026	121128	204	T	0	0
17345	1027	121129	206	T	0	0
17345	1028	121130	112	T	0	0
17345	1029	121131	42	T	0	0
17345	1030	121132	9	T	0	0
17335	1010	121193	218	T	0	0
17335	1011	121194	206	T	0	0
17335	1012	121195	95	T	0	0
17335	1013	121196	70	T	0	0
17335	1014	121297	7	T	0	0
17335	1010	121353	218	T	0	0
