START TABLE: product_run_history
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
PRODUCT_RUN_HISTORY	PRODUCT_RUN_HISTORY_ID	1	56	int	10
PRODUCT_RUN_HISTORY	EQUIPMENT_ID	0	56	int	10
PRODUCT_RUN_HISTORY	LANE_NO	0	56	int	10
PRODUCT_RUN_HISTORY	SETUP_ID	0	56	int	10
PRODUCT_RUN_HISTORY	START_TIME	0	56	int	10
PRODUCT_RUN_HISTORY	END_TIME	0	56	int	10
PRODUCT_RUN_HISTORY	STAGE_NO	0	56	int	10
PRODUCT_RUN_HISTORY	PLAN_CYCLE_TIME	0	108	numeric	38
PRODUCT_RUN_HISTORY	CYCLE_TIME1	0	108	numeric	38
PRODUCT_RUN_HISTORY	CYCLE_TIME2	0	108	numeric	38
PRODUCT_RUN_HISTORY	CYCLE_TIME3	0	108	numeric	38
PRODUCT_RUN_HISTORY	BOTTLENECK_MACHINE	0	56	int	10
PRODUCT_RUN_HISTORY	MOUNT_MODE	0	56	int	10
PRODUCT_RUN_HISTORY	ACTUAL_TIME	0	108	numeric	38
PRODUCT_RUN_HISTORY	PRODUCTION_TIME	0	108	numeric	38
END METADATA:
START DATA:
PRODUCT_RUN_HISTORY_ID	EQUIPMENT_ID	LANE_NO	SETUP_ID	START_TIME	END_TIME	STAGE_NO	PLAN_CYCLE_TIME	CYCLE_TIME1	CYCLE_TIME2	CYCLE_TIME3	BOTTLENECK_MACHINE	MOUNT_MODE	ACTUAL_TIME	PRODUCTION_TIME
11545	1012	1	17337	1376347291	1376430974	1	NULL	0	0	0	0	0	0	0
11546	1010	2	17335	1376347314	1376431013	1	NULL	0	0	0	0	0	0	0
11547	1012	2	17335	1376347316	1376431014	1	NULL	0	0	0	0	0	0	0
11548	1011	2	17335	1376347316	1376431014	1	NULL	0	0	0	0	0	0	0
11549	1014	2	17335	1376347317	1376431015	1	NULL	0	0	0	0	0	0	0
11550	1013	2	17335	1376347317	1376431015	1	NULL	0	0	0	0	0	0	0
11563	1010	1	17365	1376430972	1376541116	1	NULL	0	0	0	0	0	0	0
11564	1013	1	17365	1376430973	1376541117	1	NULL	0	0	0	0	0	0	0
11565	1011	1	17365	1376430974	1376541117	1	NULL	0	0	0	0	0	0	0
11566	1012	1	17365	1376430974	1376541118	1	NULL	0	0	0	0	0	0	0
11567	1014	1	17365	1376430977	1376541118	1	NULL	0	0	0	0	0	0	0
11568	1010	2	17363	1376431013	1376541081	1	NULL	0	0	0	0	0	0	0
11569	1012	2	17363	1376431014	1376541083	1	NULL	0	0	0	0	0	0	0
11570	1011	2	17363	1376431014	1376541082	1	NULL	0	0	0	0	0	0	0
11571	1014	2	17363	1376431015	1376541082	1	NULL	0	0	0	0	0	0	0
11572	1013	2	17363	1376431015	1376541082	1	NULL	0	0	0	0	0	0	0
11580	1010	2	17339	1376541081	1376664929	1	NULL	0	0	0	0	0	0	0
11581	1013	2	17339	1376541082	1376664930	1	NULL	0	0	0	0	0	0	0
11582	1011	2	17339	1376541082	1376664930	1	NULL	0	0	0	0	0	0	0
11583	1014	2	17339	1376541082	1376664931	1	NULL	0	0	0	0	0	0	0
11584	1012	2	17339	1376541083	1376664930	1	NULL	0	0	0	0	0	0	0
11585	1010	1	17341	1376541116	1376664955	1	NULL	0	0	0	0	0	0	0
11586	1013	1	17341	1376541117	1376664957	1	NULL	0	0	0	0	0	0	0
11587	1011	1	17341	1376541117	1376664956	1	NULL	0	0	0	0	0	0	0
11588	1012	1	17341	1376541118	1376664956	1	NULL	0	0	0	0	0	0	0
11589	1014	1	17341	1376541118	1376664956	1	NULL	0	0	0	0	0	0	0
11602	1010	2	17359	1376664929	1376756536	1	NULL	0	0	0	0	0	0	0
11603	1013	2	17359	1376664930	1376756538	1	NULL	0	0	0	0	0	0	0
11604	1011	2	17359	1376664930	1376756537	1	NULL	0	0	0	0	0	0	0
11605	1012	2	17359	1376664930	1376756538	1	NULL	0	0	0	0	0	0	0
11606	1014	2	17359	1376664931	1376756537	1	NULL	0	0	0	0	0	0	0
11607	1010	1	17361	1376664955	1376756510	1	NULL	0	0	0	0	0	0	0
11608	1011	1	17361	1376664956	1376756512	1	NULL	0	0	0	0	0	0	0
11609	1014	1	17361	1376664956	1376756511	1	NULL	0	0	0	0	0	0	0
11610	1012	1	17361	1376664956	1376756512	1	NULL	0	0	0	0	0	0	0
11611	1013	1	17361	1376664957	1376756512	1	NULL	0	0	0	0	0	0	0
11620	1010	1	17252	1376756510	1376769088	1	NULL	0	0	0	0	0	0	0
11621	1014	1	17252	1376756511	1376769090	1	NULL	0	0	0	0	0	0	0
11622	1011	1	17252	1376756512	1376769090	1	NULL	0	0	0	0	0	0	0
11623	1013	1	17252	1376756512	1376769090	1	NULL	0	0	0	0	0	0	0
11624	1012	1	17252	1376756512	1376769090	1	NULL	0	0	0	0	0	0	0
11625	1010	2	17250	1376756536	1376769054	1	NULL	0	0	0	0	0	0	0
11626	1014	2	17250	1376756537	1376769056	1	NULL	0	0	0	0	0	0	0
11627	1011	2	17250	1376756537	1376769055	1	NULL	0	0	0	0	0	0	0
11628	1012	2	17250	1376756538	1376769056	1	NULL	0	0	0	0	0	0	0
11629	1013	2	17250	1376756538	1376769056	1	NULL	0	0	0	0	0	0	0
11635	1010	2	17258	1376769054	1376771832	1	NULL	0	0	0	0	0	0	0
11636	1011	2	17258	1376769055	1376771833	1	NULL	0	0	0	0	0	0	0
11637	1014	2	17258	1376769056	1376771833	1	NULL	0	0	0	0	0	0	0
11638	1013	2	17258	1376769056	1376771833	1	NULL	0	0	0	0	0	0	0
11639	1012	2	17258	1376769056	1376771834	1	NULL	0	0	0	0	0	0	0
11640	1010	1	17260	1376769088	1376771852	1	NULL	0	0	0	0	0	0	0
11641	1011	1	17260	1376769090	1376771854	1	NULL	0	0	0	0	0	0	0
11642	1013	1	17260	1376769090	1376771854	1	NULL	0	0	0	0	0	0	0
11643	1014	1	17260	1376769090	1376771853	1	NULL	0	0	0	0	0	0	0
11644	1012	1	17260	1376769090	1376771853	1	NULL	0	0	0	0	0	0	0
11645	1010	2	17254	1376771832	1376909198	1	NULL	0	0	0	0	0	0	0
11646	1014	2	17254	1376771833	1376909200	1	NULL	0	0	0	0	0	0	0
11647	1011	2	17254	1376771833	1376909200	1	NULL	0	0	0	0	0	0	0
11648	1013	2	17254	1376771833	1376909200	1	NULL	0	0	0	0	0	0	0
11649	1012	2	17254	1376771834	1376909200	1	NULL	0	0	0	0	0	0	0
11650	1010	1	17256	1376771852	1376909173	1	NULL	0	0	0	0	0	0	0
11651	1012	1	17256	1376771853	1376909174	1	NULL	0	0	0	0	0	0	0
11652	1014	1	17256	1376771853	1376909174	1	NULL	0	0	0	0	0	0	0
11653	1013	1	17256	1376771854	1376909174	1	NULL	0	0	0	0	0	0	0
11654	1011	1	17256	1376771854	1376909174	1	NULL	0	0	0	0	0	0	0
11672	1010	1	17369	1376909173	1376984944	1	NULL	0	0	0	0	0	0	0
11673	1012	1	17369	1376909174	1376984946	1	NULL	0	0	0	0	0	0	0
11674	1014	1	17369	1376909174	1376984945	1	NULL	0	0	0	0	0	0	0
11675	1013	1	17369	1376909174	1376984945	1	NULL	0	0	0	0	0	0	0
11676	1011	1	17369	1376909174	1376984945	1	NULL	0	0	0	0	0	0	0
11677	1010	2	17367	1376909198	1376984976	1	NULL	0	0	0	0	0	0	0
11678	1012	2	17367	1376909200	1376984978	1	NULL	0	0	0	0	0	0	0
11679	1013	2	17367	1376909200	1376984978	1	NULL	0	0	0	0	0	0	0
11680	1014	2	17367	1376909200	1376984978	1	NULL	0	0	0	0	0	0	0
11681	1011	2	17367	1376909200	1376984978	1	NULL	0	0	0	0	0	0	0
11700	1010	1	17365	1376984944	1377027113	1	NULL	0	0	0	0	0	0	0
11701	1014	1	17365	1376984945	1377027115	1	NULL	0	0	0	0	0	0	0
11702	1011	1	17365	1376984945	1377027115	1	NULL	0	0	0	0	0	0	0
11703	1013	1	17365	1376984945	1377027114	1	NULL	0	0	0	0	0	0	0
11704	1012	1	17365	1376984946	1377027115	1	NULL	0	0	0	0	0	0	0
11705	1010	2	17363	1376984976	1377027074	1	NULL	0	0	0	0	0	0	0
11706	1012	2	17363	1376984978	1377027076	1	NULL	0	0	0	0	0	0	0
11707	1014	2	17363	1376984978	1377027075	1	NULL	0	0	0	0	0	0	0
11708	1013	2	17363	1376984978	1377027075	1	NULL	0	0	0	0	0	0	0
11709	1011	2	17363	1376984978	1377027075	1	NULL	0	0	0	0	0	0	0
11720	1010	2	17254	1377027074	1377162618	1	NULL	0	0	0	0	0	0	0
11721	1013	2	17254	1377027075	1377162620	1	NULL	0	0	0	0	0	0	0
11722	1014	2	17254	1377027075	1377162619	1	NULL	0	0	0	0	0	0	0
11723	1011	2	17254	1377027075	1377162619	1	NULL	0	0	0	0	0	0	0
11724	1012	2	17254	1377027076	1377162619	1	NULL	0	0	0	0	0	0	0
11725	1010	1	17256	1377027113	1377162591	1	NULL	0	0	0	0	0	0	0
11726	1013	1	17256	1377027114	1377162592	1	NULL	0	0	0	0	0	0	0
11727	1012	1	17256	1377027115	1377162593	1	NULL	0	0	0	0	0	0	0
11728	1014	1	17256	1377027115	1377162593	1	NULL	0	0	0	0	0	0	0
11729	1011	1	17256	1377027115	1377162592	1	NULL	0	0	0	0	0	0	0
11778	1025	1	17379	1377217763	1377611669	1	NULL	0	0	0	0	0	0	0
11860	1025	1	-1	1377611669	2147483647	1	NULL	0	0	0	0	0	0	0
11908	1039	2	17468	1377715786	1377716295	1	NULL	0	0	0	0	0	0	0
11909	1039	2	17500	1377716295	2147483647	1	NULL	0	0	0	0	0	0	0
11511	1025	1	16907	1376215146	1376216004	1	NULL	0	0	0	0	0	0	0
11512	1025	1	17379	1376216004	1376343927	1	NULL	0	0	0	0	0	0	0
11798	1026	1	17407	1377323600	1377447638	1	NULL	0	0	0	0	0	0	0
11799	1028	1	17407	1377323602	1377447699	1	NULL	0	0	0	0	0	0	0
11800	1029	1	17407	1377323602	1377447704	1	NULL	0	0	0	0	0	0	0
11801	1027	1	17407	1377323602	1377447663	1	NULL	0	0	0	0	0	0	0
11802	1030	1	17407	1377323602	1377447709	1	NULL	0	0	0	0	0	0	0
11813	1026	1	17329	1377447638	1377589255	1	NULL	0	0	0	0	0	0	0
11814	1027	1	17329	1377447663	1377589257	1	NULL	0	0	0	0	0	0	0
11815	1028	1	17329	1377447699	1377589258	1	NULL	0	0	0	0	0	0	0
11816	1029	1	17329	1377447704	1377589257	1	NULL	0	0	0	0	0	0	0
11817	1030	1	17329	1377447709	1377589257	1	NULL	0	0	0	0	0	0	0
11855	1026	1	17333	1377589255	1377646025	1	NULL	0	0	0	0	0	0	0
11856	1027	1	17333	1377589257	1377646027	1	NULL	0	0	0	0	0	0	0
11857	1029	1	17333	1377589257	1377646026	1	NULL	0	0	0	0	0	0	0
11858	1030	1	17333	1377589257	1377646026	1	NULL	0	0	0	0	0	0	0
11859	1028	1	17333	1377589258	1377646026	1	NULL	0	0	0	0	0	0	0
11884	1026	1	17323	1377646025	1377677505	1	NULL	0	0	0	0	0	0	0
11885	1029	1	17323	1377646026	1377677506	1	NULL	0	0	0	0	0	0	0
11886	1030	1	17323	1377646026	1377677506	1	NULL	0	0	0	0	0	0	0
11887	1028	1	17323	1377646026	1377677506	1	NULL	0	0	0	0	0	0	0
11888	1027	1	17323	1377646027	1377677507	1	NULL	0	0	0	0	0	0	0
11890	1026	1	17218	1377677505	2147483647	1	NULL	0	0	0	0	0	0	0
11891	1029	1	17218	1377677506	2147483647	1	NULL	0	0	0	0	0	0	0
11892	1028	1	17218	1377677506	2147483647	1	NULL	0	0	0	0	0	0	0
11893	1030	1	17218	1377677506	2147483647	1	NULL	0	0	0	0	0	0	0
11894	1027	1	17218	1377677507	2147483647	1	NULL	0	0	0	0	0	0	0
11910	1010	2	17254	1377749638	2147483647	1	NULL	20.85	47.76	20.87	0	0	25509.95	63866.39
11911	1012	2	17254	1377749639	2147483647	1	NULL	22.41	41.54	22.71	0	0	27566.53	64599.43
11912	1013	2	17254	1377749639	2147483647	1	NULL	26.22	59.44	26.22	0	0	31338.51	64636.76
11913	1014	2	17254	1377749640	2147483647	1	NULL	14.84	37.27	14.84	0	0	16125.48	64484.64
11914	1011	2	17254	1377749640	2147483647	1	NULL	21.17	89.81	21.64	0	0	25575.92	64362.55
11915	1010	1	17256	1377749678	2147483647	1	NULL	16.89	38.42	16.91	0	0	18336.38	63883.63
11916	1014	1	17256	1377749679	2147483647	1	NULL	21.37	37	21.37	0	0	22632.2	64506.4
11917	1011	1	17256	1377749680	2147483647	1	NULL	17.93	89.78	18.4	0	0	19149.09	64382.09
11918	1013	1	17256	1377749680	2147483647	1	NULL	19.07	45.8	19.07	0	0	20721.46	64656.09
11919	1012	1	17256	1377749680	2147483647	1	NULL	18.14	41.44	18.14	0	0	19769.98	64617.87
11494	1026	1	16437	1376197299	1376262775	1	NULL	0	0	0	0	0	0	0
11495	1027	1	16437	1376197299	1376262777	1	NULL	0	0	0	0	0	0	0
11496	1028	1	16435	1376197299	1376262776	1	NULL	0	0	0	0	0	0	0
11497	1028	2	16437	1376197299	2147483647	1	NULL	0	0	0	0	0	0	0
11498	1029	1	16435	1376197299	1376262777	1	NULL	0	0	0	0	0	0	0
11499	1029	2	16437	1376197299	2147483647	1	NULL	0	0	0	0	0	0	0
11500	1030	1	16437	1376197299	1376262776	1	NULL	0	0	0	0	0	0	0
11515	1026	1	17343	1376262775	1376271787	1	NULL	0	0	0	0	0	0	0
11516	1030	1	17343	1376262776	1376271828	1	NULL	0	0	0	0	0	0	0
11517	1028	1	17343	1376262776	1376271829	1	NULL	0	0	0	0	0	0	0
11518	1027	1	17343	1376262777	1376271807	1	NULL	0	0	0	0	0	0	0
11519	1029	1	17343	1376262777	1376271829	1	NULL	0	0	0	0	0	0	0
11520	1026	1	17345	1376271787	1376277429	1	NULL	0	0	0	0	0	0	0
11521	1027	1	17345	1376271807	1376277431	1	NULL	0	0	0	0	0	0	0
11522	1030	1	17345	1376271828	1376277430	1	NULL	0	0	0	0	0	0	0
11523	1029	1	17345	1376271829	1376277431	1	NULL	0	0	0	0	0	0	0
11524	1028	1	17345	1376271829	1376277430	1	NULL	0	0	0	0	0	0	0
11803	1010	2	17367	1377441913	1377539102	1	NULL	0	0	0	0	0	0	0
11804	1014	2	17367	1377441915	1377539104	1	NULL	0	0	0	0	0	0	0
11805	1013	2	17367	1377441915	1377539104	1	NULL	0	0	0	0	0	0	0
11806	1011	2	17367	1377441915	1377539104	1	NULL	0	0	0	0	0	0	0
11807	1012	2	17367	1377441916	1377539105	1	NULL	0	0	0	0	0	0	0
11808	1010	1	17369	1377442133	1377539026	1	NULL	0	0	0	0	0	0	0
11809	1014	1	17369	1377442134	1377539029	1	NULL	0	0	0	0	0	0	0
11810	1011	1	17369	1377442134	1377539027	1	NULL	0	0	0	0	0	0	0
11811	1013	1	17369	1377442135	1377539028	1	NULL	0	0	0	0	0	0	0
11812	1012	1	17369	1377442135	1377539028	1	NULL	0	0	0	0	0	0	0
11833	1010	1	17357	1377539026	1377619674	1	NULL	0	0	0	0	0	0	0
11834	1011	1	17357	1377539027	1377619675	1	NULL	0	0	0	0	0	0	0
11835	1013	1	17357	1377539028	1377619675	1	NULL	0	0	0	0	0	0	0
11836	1012	1	17357	1377539028	1377619676	1	NULL	0	0	0	0	0	0	0
11837	1014	1	17357	1377539029	1377619676	1	NULL	0	0	0	0	0	0	0
11838	1010	2	17355	1377539102	1377619695	1	NULL	0	0	0	0	0	0	0
11839	1011	2	17355	1377539104	1377619697	1	NULL	0	0	0	0	0	0	0
11840	1013	2	17355	1377539104	1377619696	1	NULL	0	0	0	0	0	0	0
11841	1014	2	17355	1377539104	1377619697	1	NULL	0	0	0	0	0	0	0
11842	1012	2	17355	1377539105	1377619697	1	NULL	0	0	0	0	0	0	0
11862	1010	1	17260	1377619674	1377749678	1	NULL	0	0	0	0	0	0	0
11863	1013	1	17260	1377619675	1377749680	1	NULL	0	0	0	0	0	0	0
11864	1011	1	17260	1377619675	1377749680	1	NULL	0	0	0	0	0	0	0
11865	1012	1	17260	1377619676	1377749680	1	NULL	0	0	0	0	0	0	0
11866	1014	1	17260	1377619676	1377749679	1	NULL	0	0	0	0	0	0	0
11867	1010	2	17258	1377619695	1377749638	1	NULL	0	0	0	0	0	0	0
11868	1013	2	17258	1377619696	1377749639	1	NULL	0	0	0	0	0	0	0
11869	1011	2	17258	1377619697	1377749640	1	NULL	0	0	0	0	0	0	0
11870	1012	2	17258	1377619697	1377749639	1	NULL	0	0	0	0	0	0	0
11871	1014	2	17258	1377619697	1377749640	1	NULL	0	0	0	0	0	0	0
11551	1024	1	-1	1376349747	1376431842	1	NULL	0	0	0	0	0	0	0
11573	1024	1	17380	1376431842	1376542012	1	NULL	0	0	0	0	0	0	0
11590	1024	1	-1	1376542012	1376668547	1	NULL	0	0	0	0	0	0	0
11612	1024	1	17380	1376668547	1376756127	1	NULL	0	0	0	0	0	0	0
11619	1024	1	-1	1376756127	1376909139	1	NULL	0	0	0	0	0	0	0
11671	1024	1	17380	1376909139	1377027842	1	NULL	0	0	0	0	0	0	0
11730	1024	1	-1	1377027842	1377162237	1	NULL	0	0	0	0	0	0	0
11756	1024	1	17380	1377162237	1377619262	1	NULL	0	0	0	0	0	0	0
11454	1026	1	17347	1375623593	1375716519	1	NULL	0	0	0	0	0	0	0
11455	1029	1	17347	1375623594	1375716522	1	NULL	0	0	0	0	0	0	0
11456	1030	1	17347	1375623594	1375716522	1	NULL	0	0	0	0	0	0	0
11457	1028	1	17347	1375623595	1375716522	1	NULL	0	0	0	0	0	0	0
11458	1027	1	17347	1375623595	1375716522	1	NULL	0	0	0	0	0	0	0
11459	1026	1	17349	1375716519	1376197299	1	NULL	0	0	0	0	0	0	0
11460	1030	1	17349	1375716522	1376197299	1	NULL	0	0	0	0	0	0	0
11461	1029	1	17349	1375716522	1376197299	1	NULL	0	0	0	0	0	0	0
11462	1027	1	17349	1375716522	1376197299	1	NULL	0	0	0	0	0	0	0
11463	1028	1	17349	1375716522	1376197299	1	NULL	0	0	0	0	0	0	0
11692	1042	1	17427	1376982509	1377145751	1	NULL	0	0	0	0	0	0	0
11693	1042	2	17425	1376982509	1377146043	1	NULL	0	0	0	0	0	0	0
11694	1045	1	17427	1376982509	1377145750	1	NULL	0	0	0	0	0	0	0
11695	1045	2	17425	1376982509	1377146045	1	NULL	0	0	0	0	0	0	0
11696	1048	1	17427	1376982509	1377145752	1	NULL	0	0	0	0	0	0	0
11697	1048	2	17425	1376982509	1377146044	1	NULL	0	0	0	0	0	0	0
11698	1051	1	17427	1376982509	1377145751	1	NULL	0	0	0	0	0	0	0
11699	1051	2	17425	1376982509	1377146044	1	NULL	0	0	0	0	0	0	0
11710	1049	1	17427	1376993644	1377145752	1	NULL	0	0	0	0	0	0	0
11711	1050	1	17427	1376993644	1377145752	1	NULL	0	0	0	0	0	0	0
11712	1049	2	17425	1376993660	1377146044	1	NULL	0	0	0	0	0	0	0
11713	1050	2	17425	1376993666	1377146044	1	NULL	0	0	0	0	0	0	0
11513	1024	1	16653	1376216200	1376216396	1	NULL	0	0	0	0	0	0	0
11514	1024	1	17380	1376216396	1376349747	1	NULL	0	0	0	0	0	0	0
11861	1024	1	-1	1377619262	2147483647	1	NULL	0	0	0	0	0	0	0
11779	1050	1	17441	1377236220	1377236721	1	NULL	0	0	0	0	0	0	0
11780	1050	2	17441	1377236669	1377237954	1	NULL	0	0	0	0	0	0	0
11781	1050	1	17443	1377236721	1377237920	1	NULL	0	0	0	0	0	0	0
11782	1050	1	17435	1377237920	1377299738	1	NULL	0	0	0	0	0	0	0
11783	1050	2	17433	1377237954	1377299765	1	NULL	0	0	0	0	0	0	0
11784	1039	2	17468	1377295663	1377455002	1	NULL	0	0	0	0	0	0	0
11785	1042	2	17425	1377299692	1377460320	1	NULL	0	0	0	0	0	0	0
11786	1045	2	17425	1377299695	1377460320	1	NULL	0	0	0	0	0	0	0
11787	1050	1	17427	1377299738	1377460244	1	NULL	0	0	0	0	0	0	0
11788	1042	1	17427	1377299738	1377460242	1	NULL	0	0	0	0	0	0	0
11789	1048	1	17427	1377299738	1377460243	1	NULL	0	0	0	0	0	0	0
11790	1049	1	17427	1377299738	1377460243	1	NULL	0	0	0	0	0	0	0
11791	1045	1	17427	1377299739	1377460244	1	NULL	0	0	0	0	0	0	0
11792	1051	1	17427	1377299739	1377460243	1	NULL	0	0	0	0	0	0	0
11793	1048	2	17425	1377299752	1377460320	1	NULL	0	0	0	0	0	0	0
11794	1049	2	17425	1377299760	1377460321	1	NULL	0	0	0	0	0	0	0
11795	1050	2	17425	1377299765	1377460320	1	NULL	0	0	0	0	0	0	0
11796	1051	2	17425	1377299772	1377460320	1	NULL	0	0	0	0	0	0	0
11797	1039	1	17465	1377303437	1377460838	1	NULL	0	0	0	0	0	0	0
11818	1039	2	17482	1377455002	1377672013	1	NULL	0	0	0	0	0	0	0
11819	1042	1	17443	1377460242	1377569019	1	NULL	0	0	0	0	0	0	0
11820	1051	1	17443	1377460243	1377569019	1	NULL	0	0	0	0	0	0	0
11821	1049	1	17443	1377460243	1377569019	1	NULL	0	0	0	0	0	0	0
11822	1048	1	17443	1377460243	1377569019	1	NULL	0	0	0	0	0	0	0
11823	1045	1	17443	1377460244	1377569019	1	NULL	0	0	0	0	0	0	0
11824	1050	1	17443	1377460244	1377569019	1	NULL	0	0	0	0	0	0	0
11825	1045	2	17441	1377460320	1377568985	1	NULL	0	0	0	0	0	0	0
11826	1042	2	17441	1377460320	1377568984	1	NULL	0	0	0	0	0	0	0
11827	1048	2	17441	1377460320	1377568985	1	NULL	0	0	0	0	0	0	0
11828	1050	2	17441	1377460320	1377568986	1	NULL	0	0	0	0	0	0	0
11829	1051	2	17441	1377460320	1377568986	1	NULL	0	0	0	0	0	0	0
11830	1049	2	17441	1377460321	1377568986	1	NULL	0	0	0	0	0	0	0
11831	1039	1	17471	1377460838	1377467412	1	NULL	0	0	0	0	0	0	0
11832	1039	1	17481	1377467412	1377682311	1	NULL	0	0	0	0	0	0	0
11843	1042	2	17445	1377568984	1377623021	1	NULL	0	0	0	0	0	0	0
11844	1045	2	17445	1377568985	1377623023	1	NULL	0	0	0	0	0	0	0
11845	1048	2	17445	1377568985	1377623022	1	NULL	0	0	0	0	0	0	0
11846	1049	2	17445	1377568986	1377623023	1	NULL	0	0	0	0	0	0	0
11847	1050	2	17445	1377568986	1377623022	1	NULL	0	0	0	0	0	0	0
11848	1051	2	17445	1377568986	1377623023	1	NULL	0	0	0	0	0	0	0
11849	1042	1	17447	1377569019	1377622974	1	NULL	0	0	0	0	0	0	0
11850	1045	1	17447	1377569019	1377622975	1	NULL	0	0	0	0	0	0	0
11851	1048	1	17447	1377569019	1377622974	1	NULL	0	0	0	0	0	0	0
11852	1049	1	17447	1377569019	1377622973	1	NULL	0	0	0	0	0	0	0
11853	1050	1	17447	1377569019	1377622975	1	NULL	0	0	0	0	0	0	0
11854	1051	1	17447	1377569019	1377622976	1	NULL	0	0	0	0	0	0	0
11872	1049	1	17493	1377622973	1377683037	1	NULL	0	0	0	0	0	0	0
11873	1048	1	17493	1377622974	1377683043	1	NULL	0	0	0	0	0	0	0
11874	1042	1	17493	1377622974	1377683033	1	NULL	0	0	0	0	0	0	0
11875	1045	1	17493	1377622975	1377683036	1	NULL	0	0	0	0	0	0	0
11876	1050	1	17493	1377622975	1377683036	1	NULL	0	0	0	0	0	0	0
11877	1051	1	17493	1377622976	1377683043	1	NULL	0	0	0	0	0	0	0
11878	1042	2	17491	1377623021	1377682976	1	NULL	0	0	0	0	0	0	0
11879	1050	2	17491	1377623022	1377682977	1	NULL	0	0	0	0	0	0	0
11880	1048	2	17491	1377623022	1377682978	1	NULL	0	0	0	0	0	0	0
11881	1051	2	17491	1377623023	1377682979	1	NULL	0	0	0	0	0	0	0
11882	1045	2	17491	1377623023	1377682979	1	NULL	0	0	0	0	0	0	0
11883	1049	2	17491	1377623023	1377682980	1	NULL	0	0	0	0	0	0	0
11889	1039	2	17500	1377672013	1377715786	1	NULL	0	0	0	0	0	0	0
