START TABLE: nc_placement_detail
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
NC_PLACEMENT_DETAIL	NC_PLACEMENT_ID	1	108	numeric	38
NC_PLACEMENT_DETAIL	IDNUM	0	108	numeric	38
NC_PLACEMENT_DETAIL	REF_DESIGNATOR	0	231	nvarchar	0
NC_PLACEMENT_DETAIL	PART_NAME	0	262	udt_part_no	0
NC_PLACEMENT_DETAIL	PATTERN_NUMBER	0	108	numeric	38
NC_PLACEMENT_DETAIL	NC_VERSION	0	108	numeric	38
NC_PLACEMENT_DETAIL	PATTERN_IDNUM	0	108	numeric	38
END METADATA:
START DATA:
NC_PLACEMENT_ID	IDNUM	REF_DESIGNATOR	PART_NAME	PATTERN_NUMBER	NC_VERSION	PATTERN_IDNUM
2000192	780	U2192	13E5-2192	1	148309	NULL
2000193	784	U2193	13E5-2193	1	148309	NULL
2000194	785	U2194	13E5-2194	1	148309	NULL
2000195	786	U2195	13E5-2195	1	148309	NULL
2000196	788	U2196	13E5-2196	1	148309	NULL
2000197	791	U2197	13E5-2197	1	148309	NULL
2000198	793	U2198	13E5-2198	1	148309	NULL
2000199	794	U2199	13E5-2199	1	148309	NULL
2000200	798	U2200	13E5-2200	1	148309	NULL
2000201	799	U2201	13E5-2201	1	148309	NULL
2000202	803	U2202	13E5-2202	1	148309	NULL
2000203	806	U2203	13E5-2203	1	148309	NULL
2000204	808	U2204	13E5-2204	1	148309	NULL
2000205	809	U2205	13E5-2205	1	148309	NULL
2000206	81	U2206	13E5-2206	1	148309	NULL
2000207	811	U2207	13E5-2207	1	148309	NULL
2000208	816	U2208	13E5-2208	1	148309	NULL
2000209	817	U2209	13E5-2209	1	148309	NULL
2000210	824	U2210	13E5-2210	1	148309	NULL
2000211	825	U2211	13E5-2211	1	148309	NULL
2000212	83	U2212	13E5-2212	1	148309	NULL
2000213	832	U2213	13E5-2213	1	148309	NULL
2000214	833	U2214	13E5-2214	1	148309	NULL
2000215	840	U2215	13E5-2215	1	148309	NULL
2000216	841	U2216	13E5-2216	1	148309	NULL
2000217	843	U2217	13E5-2217	1	148309	NULL
2000218	844	U2218	13E5-2218	1	148309	NULL
2000219	845	U2219	13E5-2219	1	148309	NULL
2000220	846	U2220	13E5-2220	1	148309	NULL
2000221	847	U2221	13E5-2221	1	148309	NULL
2000222	848	U2222	13E5-2222	1	148309	NULL
2000223	849	U2223	13E5-2223	1	148309	NULL
2000224	850	U2224	13E5-2224	1	148309	NULL
2000225	851	U2225	13E5-2225	1	148309	NULL
2000226	852	U2226	13E5-2226	1	148309	NULL
2000227	853	U2227	13E5-2227	1	148309	NULL
2000228	854	U2228	13E5-2228	1	148309	NULL
2000229	855	U2229	13E5-2229	1	148309	NULL
2000230	856	U2230	13E5-2230	1	148309	NULL
2000231	857	U2231	13E5-2231	1	148309	NULL
2000232	858	U2232	13E5-2232	1	148309	NULL
2000233	859	U2233	13E5-2233	1	148309	NULL
2000234	860	U2234	13E5-2234	1	148309	NULL
2000235	861	U2235	13E5-2235	1	148309	NULL
2000236	862	U2236	13E5-2236	1	148309	NULL
2000237	863	U2237	13E5-2237	1	148309	NULL
2000238	864	U2238	13E5-2238	1	148309	NULL
2000239	865	U2239	13E5-2239	1	148309	NULL
2000240	866	U2240	13E5-2240	1	148309	NULL
2000241	867	U2241	13E5-2241	1	148309	NULL
2000242	868	U2242	13E5-2242	1	148309	NULL
2000243	869	U2243	13E5-2243	1	148309	NULL
2000244	87	U2244	13E5-2244	1	148309	NULL
2000245	870	U2245	13E5-2245	1	148309	NULL
2000246	871	U2246	13E5-2246	1	148309	NULL
2000247	872	U2247	13E5-2247	1	148309	NULL
2000248	873	U2248	13E5-2248	1	148309	NULL
2000249	874	U2249	13E5-2249	1	148309	NULL
2000250	875	U2250	13E5-2250	1	148309	NULL
2000251	876	U2251	13E5-2251	1	148309	NULL
2000252	877	U2252	13E5-2252	1	148309	NULL
2000253	878	U2253	13E5-2253	1	148309	NULL
2000254	879	U2254	13E5-2254	1	148309	NULL
2000255	880	U2255	13E5-2255	1	148309	NULL
2000256	881	U2256	13E5-2256	1	148309	NULL
2000257	882	U2257	13E5-2257	1	148309	NULL
2000258	883	U2258	13E5-2258	1	148309	NULL
2000259	884	U2259	13E5-2259	1	148309	NULL
2000260	885	U2260	13E5-2260	1	148309	NULL
2000261	886	U2261	13E5-2261	1	148309	NULL
2000262	887	U2262	13E5-2262	1	148309	NULL
2000263	888	U2263	13E5-2263	1	148309	NULL
2000264	889	U2264	13E5-2264	1	148309	NULL
2000265	89	U2265	13E5-2265	1	148309	NULL
2000266	890	U2266	13E5-2266	1	148309	NULL
2000267	891	U2267	13E5-2267	1	148309	NULL
2000268	892	U2268	13E5-2268	1	148309	NULL
2000269	893	U2269	13E5-2269	1	148309	NULL
2000270	894	U2270	13E5-2270	1	148309	NULL
2000271	895	U2271	13E5-2271	1	148309	NULL
2000272	898	U2272	13E5-2272	1	148309	NULL
2000273	899	U2273	13E5-2273	1	148309	NULL
2000274	90	U2274	13E5-2274	1	148309	NULL
2000275	900	U2275	13E5-2275	1	148309	NULL
2000276	901	U2276	13E5-2276	1	148309	NULL
2000277	902	U2277	13E5-2277	1	148309	NULL
2000278	903	U2278	13E5-2278	1	148309	NULL
2000279	909	U2279	13E5-2279	1	148309	NULL
2000280	910	U2280	13E5-2280	1	148309	NULL
2000281	911	U2281	13E5-2281	1	148309	NULL
2000282	912	U2282	13E5-2282	1	148309	NULL
2000283	913	U2283	13E5-2283	1	148309	NULL
2000284	914	U2284	13E5-2284	1	148309	NULL
2000285	915	U2285	13E5-2285	1	148309	NULL
2000286	92	U2286	13E5-2286	1	148309	NULL
2000287	933	U2287	13E5-2287	1	148309	NULL
2000288	934	U2288	13E5-2288	1	148309	NULL
2000289	935	U2289	13E5-2289	1	148309	NULL
2000290	936	U2290	13E5-2290	1	148309	NULL
2000291	937	U2291	13E5-2291	1	148309	NULL
2000292	938	U2292	13E5-2292	1	148309	NULL
2000293	939	U2293	13E5-2293	1	148309	NULL
2000294	940	U2294	13E5-2294	1	148309	NULL
2000295	944	U2295	13E5-2295	1	148309	NULL
2000296	945	U2296	13E5-2296	1	148309	NULL
2000297	946	U2297	13E5-2297	1	148309	NULL
2000298	947	U2298	13E5-2298	1	148309	NULL
2000299	948	U2299	13E5-2299	1	148309	NULL
2000300	949	U2300	13E5-2300	1	148309	NULL
2000301	950	U2301	13E5-2301	1	148309	NULL
2000302	951	U2302	13E5-2302	1	148309	NULL
2000303	952	U2303	13E5-2303	1	148309	NULL
2000304	956	U2304	13E5-2304	1	148309	NULL
2000305	957	U2305	13E5-2305	1	148309	NULL
2000306	958	U2306	13E5-2306	1	148309	NULL
2000307	960	U2307	13E5-2307	1	148309	NULL
2000308	969	U2308	13E5-2308	1	148309	NULL
2000309	972	U2309	13E5-2309	1	148309	NULL
2000310	98	U2310	13E5-2310	1	148309	NULL
END DATA:
END TABLE: nc_placement_detail
