START TABLE: panels
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
PANELS	PANEL_ID	0	108	numeric	38
PANELS	EQUIPMENT_ID	0	108	numeric	38
PANELS	NC_VERSION	0	108	numeric	38
PANELS	START_TIME	0	108	numeric	38
PANELS	END_TIME	0	108	numeric	38
PANELS	PANEL_EQUIPMENT_ID	1	108	numeric	38
PANELS	PANEL_SOURCE	0	108	numeric	38
PANELS	PANEL_TRACE	0	108	numeric	38
PANELS	STAGE_NO	0	108	numeric	38
PANELS	LANE_NO	0	108	numeric	38
PANELS	JOB_ID	0	108	numeric	38
PANELS	SETUP_ID	0	56	int	10
PANELS	TRX_PRODUCT_ID	0	231	nvarchar	0
PANELS	HUMIDITY	0	108	numeric	38
PANELS	TEMPERATURE	0	108	numeric	38
END METADATA:
START DATA:
PANEL_ID	EQUIPMENT_ID	NC_VERSION	START_TIME	END_TIME	PANEL_EQUIPMENT_ID	PANEL_SOURCE	PANEL_TRACE	STAGE_NO	LANE_NO	JOB_ID	SETUP_ID	TRX_PRODUCT_ID	HUMIDITY	TEMPERATURE
1191189	1011	148300	1377843626	1377843626	1867	2	2	1	1	NULL	17256	20130830012026820-02-1-1-525578-A635BA      059880FZ38-4-A635BA-059880FZ38.u03	0	0
1191190	1011	148295	1377843654	1377843654	1868	2	2	1	2	NULL	17254	20130830012054516-02-1-2-525718--4--525718.u03	0	0
1191191	1011	148300	1377843672	1377843672	1869	2	2	1	1	NULL	17256	20130830012112863-02-1-1-525579-A635BA      059690FZ38-4-A635BA-059690FZ38.u03	0	0
1191192	1011	148295	1377843700	1377843700	1870	2	2	1	2	NULL	17254	20130830012140124-02-1-2-525719--4--525719.u03	0	0
1191193	1011	148300	1377843718	1377843718	1871	2	2	1	1	NULL	17256	20130830012158798-02-1-1-525580-A635BA      059700FZ38-4-A635BA-059700FZ38.u03	0	0
1191194	1011	148295	1377843747	1377843747	1872	2	2	1	2	NULL	17254	20130830012227521-02-1-2-525720--4--525720.u03	0	0
1191160	1012	148296	1377843102	1377843102	1873	2	2	1	2	NULL	17254	20130830011142704-03-1-2-525703--4--525703.u03	0	0
1191161	1012	148301	1377843121	1377843121	1874	2	2	1	1	NULL	17256	20130830011201207-03-1-1-525564-A635BA      059920FZ38-4-A635BA-059920FZ38.u03	0	0
1191162	1012	148296	1377843147	1377843147	1875	2	2	1	2	NULL	17254	20130830011227472-03-1-2-525704--4--525704.u03	0	0
1191163	1012	148301	1377843165	1377843165	1876	2	2	1	1	NULL	17256	20130830011245970-03-1-1-525565-A635BA      059930FZ38-4-A635BA-059930FZ38.u03	0	0
1191164	1012	148296	1377843204	1377843204	1877	2	2	1	2	NULL	17254	20130830011324281-03-1-2-525705--4--525705.u03	0	0
1191165	1012	148301	1377843222	1377843222	1878	2	2	1	1	NULL	17256	20130830011342795-03-1-1-525566-A635BA      059940FZ38-4-A635BA-059940FZ38.u03	0	0
1191166	1012	148296	1377843249	1377843249	1879	2	2	1	2	NULL	17254	20130830011409653-03-1-2-525706--4--525706.u03	0	0
1191167	1012	148301	1377843268	1377843268	1880	2	2	1	1	NULL	17256	20130830011428166-03-1-1-525567-A635BA      059950FZ38-4-A635BA-059950FZ38.u03	0	0
1191168	1012	148296	1377843294	1377843294	1881	2	2	1	2	NULL	17254	20130830011454580-03-1-2-525707--4--525707.u03	0	0
1191169	1012	148301	1377843312	1377843312	1882	2	2	1	1	NULL	17256	20130830011512990-03-1-1-525568-A635BA      059970FZ38-4-A635BA-059970FZ38.u03	0	0
1191170	1012	148296	1377843339	1377843339	1883	2	2	1	2	NULL	17254	20130830011539359-03-1-2-525708--4--525708.u03	0	0
1191171	1012	148301	1377843357	1377843357	1884	2	2	1	1	NULL	17256	20130830011557826-03-1-1-525569-A635BA      059980FZ38-4-A635BA-059980FZ38.u03	0	0
1191172	1012	148296	1377843384	1377843384	1885	2	2	1	2	NULL	17254	20130830011624972-03-1-2-525709--4--525709.u03	0	0
1191173	1012	148301	1377843403	1377843403	1886	2	2	1	1	NULL	17256	20130830011643479-03-1-1-525570-A635BA      059790FZ38-4-A635BA-059790FZ38.u03	0	0
1191174	1012	148296	1377843430	1377843430	1887	2	2	1	2	NULL	17254	20130830011710778-03-1-2-525710--4--525710.u03	0	0
1191175	1012	148301	1377843449	1377843449	1888	2	2	1	1	NULL	17256	20130830011729293-03-1-1-525571-A635BA      059800FZ38-4-A635BA-059800FZ38.u03	0	0
1191176	1012	148296	1377843476	1377843476	1889	2	2	1	2	NULL	17254	20130830011756164-03-1-2-525711--4--525711.u03	0	0
1191177	1012	148301	1377843496	1377843496	1890	2	2	1	1	NULL	17256	20130830011816163-03-1-1-525572-A635BA      059810FZ38-4-A635BA-059810FZ38.u03	0	0
1191178	1012	148296	1377843519	1377843519	1891	2	2	1	2	NULL	17254	20130830011839190-03-1-2-525712--4--525712.u03	0	0
1191179	1012	148301	1377843537	1377843537	1892	2	2	1	1	NULL	17256	20130830011857740-03-1-1-525573-A635BA      059830FZ38-4-A635BA-059830FZ38.u03	0	0
1191180	1012	148296	1377843563	1377843563	1893	2	2	1	2	NULL	17254	20130830011923865-03-1-2-525713--4--525713.u03	0	0
1191181	1012	148301	1377843582	1377843582	1894	2	2	1	1	NULL	17256	20130830011942461-03-1-1-525574-A635BA      059840FZ38-4-A635BA-059840FZ38.u03	0	0
1191182	1012	148296	1377843610	1377843610	1895	2	2	1	2	NULL	17254	20130830012010625-03-1-2-525714--4--525714.u03	0	0
1191183	1012	148301	1377843629	1377843629	1896	2	2	1	1	NULL	17256	20130830012029213-03-1-1-525575-A635BA      059850FZ38-4-A635BA-059850FZ38.u03	0	0
1191184	1012	148296	1377843654	1377843654	1897	2	2	1	2	NULL	17254	20130830012054455-03-1-2-525715--4--525715.u03	0	0
1191185	1012	148301	1377843673	1377843673	1898	2	2	1	1	NULL	17256	20130830012113022-03-1-1-525576-A635BA      059860FZ38-4-A635BA-059860FZ38.u03	0	0
1191186	1012	148296	1377843700	1377843700	1899	2	2	1	2	NULL	17254	20130830012140015-03-1-2-525716--4--525716.u03	0	0
1191187	1012	148301	1377843718	1377843718	1900	2	2	1	1	NULL	17256	20130830012158497-03-1-1-525577-A635BA      059870FZ38-4-A635BA-059870FZ38.u03	0	0
1191188	1012	148296	1377843744	1377843744	1901	2	2	1	2	NULL	17254	20130830012224913-03-1-2-525717--4--525717.u03	0	0
1191189	1012	148301	1377843763	1377843763	1902	2	2	1	1	NULL	17256	20130830012243466-03-1-1-525578-A635BA      059880FZ38-4-A635BA-059880FZ38.u03	0	0
1191153	1013	148302	1377843094	1377843094	1903	2	2	1	1	NULL	17256	20130830011134438-04-1-1-525560-A635BA      060080FZ38-4-A635BA-060080FZ38.u03	0	0
1191154	1013	148297	1377843119	1377843119	1904	2	2	1	2	NULL	17254	20130830011159863-04-1-2-525700--4--525700.u03	0	0
1191155	1013	148302	1377843139	1377843139	1905	2	2	1	1	NULL	17256	20130830011219203-04-1-1-525561-A635BA      059890FZ38-4-A635BA-059890FZ38.u03	0	0
1191156	1013	148297	1377843175	1377843175	1906	2	2	1	2	NULL	17254	20130830011255540-04-1-2-525701--4--525701.u03	0	0
1191157	1013	148302	1377843196	1377843196	1907	2	2	1	1	NULL	17256	20130830011316503-04-1-1-525562-A635BA      059900FZ38-4-A635BA-059900FZ38.u03	0	0
1191158	1013	148297	1377843222	1377843222	1908	2	2	1	2	NULL	17254	20130830011342154-04-1-2-525702--4--525702.u03	0	0
1191159	1013	148302	1377843241	1377843241	1909	2	2	1	1	NULL	17256	20130830011401457-04-1-1-525563-A635BA      059910FZ38-4-A635BA-059910FZ38.u03	0	0
1191160	1013	148297	1377843266	1377843266	1910	2	2	1	2	NULL	17254	20130830011426968-04-1-2-525703--4--525703.u03	0	0
1191161	1013	148302	1377843286	1377843286	1911	2	2	1	1	NULL	17256	20130830011446315-04-1-1-525564-A635BA      059920FZ38-4-A635BA-059920FZ38.u03	0	0
1191162	1013	148297	1377843311	1377843311	1912	2	2	1	2	NULL	17254	20130830011511855-04-1-2-525704--4--525704.u03	0	0
1191163	1013	148302	1377843331	1377843331	1913	2	2	1	1	NULL	17256	20130830011531203-04-1-1-525565-A635BA      059930FZ38-4-A635BA-059930FZ38.u03	0	0
1191164	1013	148297	1377843357	1377843357	1914	2	2	1	2	NULL	17254	20130830011557335-04-1-2-525705--4--525705.u03	0	0
1191165	1013	148302	1377843376	1377843376	1915	2	2	1	1	NULL	17256	20130830011616658-04-1-1-525566-A635BA      059940FZ38-4-A635BA-059940FZ38.u03	0	0
1191166	1013	148297	1377843402	1377843402	1916	2	2	1	2	NULL	17254	20130830011642035-04-1-2-525706--4--525706.u03	0	0
1191167	1013	148302	1377843421	1377843421	1917	2	2	1	1	NULL	17256	20130830011701351-04-1-1-525567-A635BA      059950FZ38-4-A635BA-059950FZ38.u03	0	0
1191168	1013	148297	1377843446	1377843446	1918	2	2	1	2	NULL	17254	20130830011726782-04-1-2-525707--4--525707.u03	0	0
1191169	1013	148302	1377843466	1377843466	1919	2	2	1	1	NULL	17256	20130830011746072-04-1-1-525568-A635BA      059970FZ38-4-A635BA-059970FZ38.u03	0	0
1191170	1013	148297	1377843491	1377843491	1920	2	2	1	2	NULL	17254	20130830011811519-04-1-2-525708--4--525708.u03	0	0
1191171	1013	148302	1377843510	1377843510	1921	2	2	1	1	NULL	17256	20130830011830839-04-1-1-525569-A635BA      059980FZ38-4-A635BA-059980FZ38.u03	0	0
1191172	1013	148297	1377843536	1377843536	1922	2	2	1	2	NULL	17254	20130830011856255-04-1-2-525709--4--525709.u03	0	0
1191173	1013	148302	1377843555	1377843555	1923	2	2	1	1	NULL	17256	20130830011915561-04-1-1-525570-A635BA      059790FZ38-4-A635BA-059790FZ38.u03	0	0
1191174	1013	148297	1377843580	1377843580	1924	2	2	1	2	NULL	17254	20130830011940977-04-1-2-525710--4--525710.u03	0	0
1191175	1013	148302	1377843600	1377843600	1925	2	2	1	1	NULL	17256	20130830012000329-04-1-1-525571-A635BA      059800FZ38-4-A635BA-059800FZ38.u03	0	0
1191176	1013	148297	1377843625	1377843625	1926	2	2	1	2	NULL	17254	20130830012025866-04-1-2-525711--4--525711.u03	0	0
1191177	1013	148302	1377843646	1377843646	1927	2	2	1	1	NULL	17256	20130830012046783-04-1-1-525572-A635BA      059810FZ38-4-A635BA-059810FZ38.u03	0	0
1191178	1013	148297	1377843672	1377843672	1928	2	2	1	2	NULL	17254	20130830012112308-04-1-2-525712--4--525712.u03	0	0
1191179	1013	148302	1377843691	1377843691	1929	2	2	1	1	NULL	17256	20130830012131649-04-1-1-525573-A635BA      059830FZ38-4-A635BA-059830FZ38.u03	0	0
1191180	1013	148297	1377843717	1377843717	1930	2	2	1	2	NULL	17254	20130830012157155-04-1-2-525713--4--525713.u03	0	0
1191181	1013	148302	1377843736	1377843736	1931	2	2	1	1	NULL	17256	20130830012216510-04-1-1-525574-A635BA      059840FZ38-4-A635BA-059840FZ38.u03	0	0
1191182	1013	148297	1377843761	1377843761	1932	2	2	1	2	NULL	17254	20130830012241978-04-1-2-525714--4--525714.u03	0	0
1191152	1014	148298	1377843147	1377843147	1933	2	2	1	2	NULL	17254	20130830011227542-05-1-2-525699--4--525699.u03	0	0
1191153	1014	148303	1377843169	1377843169	1934	2	2	1	1	NULL	17256	20130830011249622-05-1-1-525560-A635BA      060080FZ38-4-A635BA-060080FZ38.u03	0	0
1191154	1014	148298	1377843185	1377843185	1935	2	2	1	2	NULL	17254	20130830011305072-05-1-2-525700--4--525700.u03	0	0
1191155	1014	148303	1377843207	1377843207	1936	2	2	1	1	NULL	17256	20130830011327165-05-1-1-525561-A635BA      059890FZ38-4-A635BA-059890FZ38.u03	0	0
1191156	1014	148298	1377843222	1377843222	1937	2	2	1	2	NULL	17254	20130830011342563-05-1-2-525701--4--525701.u03	0	0
1191157	1014	148303	1377843244	1377843244	1938	2	2	1	1	NULL	17256	20130830011404826-05-1-1-525562-A635BA      059900FZ38-4-A635BA-059900FZ38.u03	0	0
1191158	1014	148298	1377843260	1377843260	1939	2	2	1	2	NULL	17254	20130830011420244-05-1-2-525702--4--525702.u03	0	0
1191159	1014	148303	1377843282	1377843282	1940	2	2	1	1	NULL	17256	20130830011442264-05-1-1-525563-A635BA      059910FZ38-4-A635BA-059910FZ38.u03	0	0
1191160	1014	148298	1377843297	1377843297	1941	2	2	1	2	NULL	17254	20130830011457602-05-1-2-525703--4--525703.u03	0	0
1191161	1014	148303	1377843319	1377843319	1942	2	2	1	1	NULL	17256	20130830011519655-05-1-1-525564-A635BA      059920FZ38-4-A635BA-059920FZ38.u03	0	0
1191162	1014	148298	1377843334	1377843334	1943	2	2	1	2	NULL	17254	20130830011534986-05-1-2-525704--4--525704.u03	0	0
1191163	1014	148303	1377843356	1377843356	1944	2	2	1	1	NULL	17256	20130830011556940-05-1-1-525565-A635BA      059930FZ38-4-A635BA-059930FZ38.u03	0	0
1191164	1014	148298	1377843374	1377843374	1945	2	2	1	2	NULL	17254	20130830011614237-05-1-2-525705--4--525705.u03	0	0
1191165	1014	148303	1377843402	1377843402	1946	2	2	1	1	NULL	17256	20130830011642113-05-1-1-525566-A635BA      059940FZ38-4-A635BA-059940FZ38.u03	0	0
1191166	1014	148298	1377843418	1377843418	1947	2	2	1	2	NULL	17254	20130830011658658-05-1-2-525706--4--525706.u03	0	0
1191167	1014	148303	1377843446	1377843446	1948	2	2	1	1	NULL	17256	20130830011726725-05-1-1-525567-A635BA      059950FZ38-4-A635BA-059950FZ38.u03	0	0
1191168	1014	148298	1377843463	1377843463	1949	2	2	1	2	NULL	17254	20130830011743389-05-1-2-525707--4--525707.u03	0	0
1191169	1014	148303	1377843491	1377843491	1950	2	2	1	1	NULL	17256	20130830011811466-05-1-1-525568-A635BA      059970FZ38-4-A635BA-059970FZ38.u03	0	0
1191170	1014	148298	1377843508	1377843508	1951	2	2	1	2	NULL	17254	20130830011828160-05-1-2-525708--4--525708.u03	0	0
1191171	1014	148303	1377843541	1377843541	1952	2	2	1	1	NULL	17256	20130830011901700-05-1-1-525569-A635BA      059980FZ38-4-A635BA-059980FZ38.u03	0	0
1191172	1014	148298	1377843556	1377843556	1953	2	2	1	2	NULL	17254	20130830011916993-05-1-2-525709--4--525709.u03	0	0
1191173	1014	148303	1377843580	1377843580	1954	2	2	1	1	NULL	17256	20130830011940964-05-1-1-525570-A635BA      059790FZ38-4-A635BA-059790FZ38.u03	0	0
1191174	1014	148298	1377843597	1377843597	1955	2	2	1	2	NULL	17254	20130830011957608-05-1-2-525710--4--525710.u03	0	0
1191175	1014	148303	1377843625	1377843625	1956	2	2	1	1	NULL	17256	20130830012025717-05-1-1-525571-A635BA      059800FZ38-4-A635BA-059800FZ38.u03	0	0
1191176	1014	148298	1377843642	1377843642	1957	2	2	1	2	NULL	17254	20130830012042554-05-1-2-525711--4--525711.u03	0	0
1191177	1014	148303	1377843672	1377843672	1958	2	2	1	1	NULL	17256	20130830012112541-05-1-1-525572-A635BA      059810FZ38-4-A635BA-059810FZ38.u03	0	0
1191178	1014	148298	1377843688	1377843688	1959	2	2	1	2	NULL	17254	20130830012128927-05-1-2-525712--4--525712.u03	0	0
1191179	1014	148303	1377843717	1377843717	1960	2	2	1	1	NULL	17256	20130830012157033-05-1-1-525573-A635BA      059830FZ38-4-A635BA-059830FZ38.u03	0	0
1191180	1014	148298	1377843733	1377843733	1961	2	2	1	2	NULL	17254	20130830012213733-05-1-2-525713--4--525713.u03	0	0
1191181	1014	148303	1377843798	1377843798	1962	2	2	1	1	NULL	17256	20130830012318708-05-1-1-525574-A635BA      059840FZ38-4-A635BA-059840FZ38.u03	0	0
1191201	1010	148299	1377843763	1377843763	1963	2	2	1	1	NULL	17256	20130830012243800-01-1-1-525584-A635BA      060370FZ38-4-A635BA-060370FZ38.u03	0	0
1191202	1010	148294	1377843792	1377843792	1964	2	2	1	2	NULL	17254	20130830012312700-01-1-2-525724--4--525724.u03	0	0
1191203	1010	148299	1377843810	1377843810	1965	2	2	1	1	NULL	17256	20130830012330025-01-1-1-525585-A635BA      060190FZ38-4-A635BA-060190FZ38.u03	0	0
1191204	1010	148294	1377843836	1377843836	1966	2	2	1	2	NULL	17254	20130830012356273-01-1-2-525725--4--525725.u03	0	0
1191205	1010	148299	1377843853	1377843853	1967	2	2	1	1	NULL	17256	20130830012413502-01-1-1-525586-A635BA      060200FZ38-4-A635BA-060200FZ38.u03	0	0
1191206	1010	148294	1377843881	1377843881	1968	2	2	1	2	NULL	17254	20130830012441150-01-1-2-525726--4--525726.u03	0	0
1191207	1010	148299	1377843898	1377843898	1969	2	2	1	1	NULL	17256	20130830012458322-01-1-1-525587-A635BA      060220FZ38-4-A635BA-060220FZ38.u03	0	0
1191208	1010	148294	1377843926	1377843926	1970	2	2	1	2	NULL	17254	20130830012526031-01-1-2-525727--4--525727.u03	0	0
1191209	1010	148299	1377843943	1377843943	1971	2	2	1	1	NULL	17256	20130830012543284-01-1-1-525588-A635BA      060230FZ38-4-A635BA-060230FZ38.u03	0	0
1191210	1010	148294	1377843971	1377843971	1972	2	2	1	2	NULL	17254	20130830012611434-01-1-2-525728--4--525728.u03	0	0
1191211	1010	148299	1377843988	1377843988	1973	2	2	1	1	NULL	17256	20130830012628701-01-1-1-525589-A635BA      060240FZ38-4-A635BA-060240FZ38.u03	0	0
1191212	1010	148294	1377844016	1377844016	1974	2	2	1	2	NULL	17254	20130830012656498-01-1-2-525729--4--525729.u03	0	0
1191213	1010	148299	1377844033	1377844033	1975	2	2	1	1	NULL	17256	20130830012713750-01-1-1-525590-A635BA      060260FZ38-4-A635BA-060260FZ38.u03	0	0
1191214	1010	148294	1377844071	1377844071	1976	2	2	1	2	NULL	17254	20130830012751468-01-1-2-525730--4--525730.u03	0	0
1191215	1010	148299	1377844088	1377844088	1977	2	2	1	1	NULL	17256	20130830012808753-01-1-1-525591-A635BA      060270FZ38-4-A635BA-060270FZ38.u03	0	0
1191216	1010	148294	1377844117	1377844117	1978	2	2	1	2	NULL	17254	20130830012837243-01-1-2-525731--4--525731.u03	0	0
1191217	1010	148299	1377844135	1377844135	1979	2	2	1	1	NULL	17256	20130830012855910-01-1-1-525592-A635BA      060280FZ38-4-A635BA-060280FZ38.u03	0	0
1191218	1010	148294	1377844163	1377844163	1980	2	2	1	2	NULL	17254	20130830012923446-01-1-2-525732--4--525732.u03	0	0
1191219	1010	148299	1377844181	1377844181	1981	2	2	1	1	NULL	17256	20130830012941562-01-1-1-525593-A635BA      060090FZ38-4-A635BA-060090FZ38.u03	0	0
1191220	1010	148294	1377844209	1377844209	1982	2	2	1	2	NULL	17254	20130830013009801-01-1-2-525733--4--525733.u03	0	0
1191221	1010	148299	1377844227	1377844227	1983	2	2	1	1	NULL	17256	20130830013027110-01-1-1-525594-A635BA      060100FZ38-4-A635BA-060100FZ38.u03	0	0
1191222	1010	148294	1377844354	1377844354	1984	2	2	1	2	NULL	17254	20130830013234180-01-1-2-525734--4--525734.u03	0	0
1191223	1010	148299	1377844374	1377844374	1985	2	2	1	1	NULL	17256	20130830013254390-01-1-1-525595-A635BA      060110FZ38-4-A635BA-060110FZ38.u03	0	0
1191224	1010	148294	1377844395	1377844395	1986	2	2	1	2	NULL	17254	20130830013315938-01-1-2-525735--4--525735.u03	0	0
1191225	1010	148299	1377844413	1377844413	1987	2	2	1	1	NULL	17256	20130830013333170-01-1-1-525596-A635BA      060120FZ38-4-A635BA-060120FZ38.u03	0	0
1191226	1010	148294	1377844434	1377844434	1988	2	2	1	2	NULL	17254	20130830013354586-01-1-2-525736--4--525736.u03	0	0
1191227	1010	148299	1377844451	1377844451	1989	2	2	1	1	NULL	17256	20130830013411842-01-1-1-525597-A635BA      060130FZ38-4-A635BA-060130FZ38.u03	0	0
1191228	1010	148294	1377844476	1377844476	1990	2	2	1	2	NULL	17254	20130830013436198-01-1-2-525737--4--525737.u03	0	0
1191229	1010	148299	1377844493	1377844493	1991	2	2	1	1	NULL	17256	20130830013453433-01-1-1-525598-A635BA      060140FZ38-4-A635BA-060140FZ38.u03	0	0
1191230	1010	148294	1377844522	1377844522	1992	2	2	1	2	NULL	17254	20130830013522042-01-1-2-525738--4--525738.u03	0	0
1191195	1011	148300	1377843765	1377843765	1993	2	2	1	1	NULL	17256	20130830012245700-02-1-1-525581-A635BA      059710FZ38-4-A635BA-059710FZ38.u03	0	0
1191196	1011	148295	1377843789	1377843789	1994	2	2	1	2	NULL	17254	20130830012309579-02-1-2-525721--4--525721.u03	0	0
1191197	1011	148300	1377843807	1377843807	1995	2	2	1	1	NULL	17256	20130830012327803-02-1-1-525582-A635BA      059720FZ38-4-A635BA-059720FZ38.u03	0	0
1191198	1011	148295	1377843834	1377843834	1996	2	2	1	2	NULL	17254	20130830012354895-02-1-2-525722--4--525722.u03	0	0
1191199	1011	148300	1377843852	1377843852	1997	2	2	1	1	NULL	17256	20130830012412992-02-1-1-525583-A635BA      060360FZ38-4-A635BA-060360FZ38.u03	0	0
1191200	1011	148295	1377843879	1377843879	1998	2	2	1	2	NULL	17254	20130830012439358-02-1-2-525723--4--525723.u03	0	0
1191201	1011	148300	1377843897	1377843897	1999	2	2	1	1	NULL	17256	20130830012457564-02-1-1-525584-A635BA      060370FZ38-4-A635BA-060370FZ38.u03	0	0
1191202	1011	148295	1377843924	1377843924	2000	2	2	1	2	NULL	17254	20130830012524417-02-1-2-525724--4--525724.u03	0	0
1191203	1011	148300	1377843942	1377843942	2001	2	2	1	1	NULL	17256	20130830012542633-02-1-1-525585-A635BA      060190FZ38-4-A635BA-060190FZ38.u03	0	0
1191204	1011	148295	1377843969	1377843969	2002	2	2	1	2	NULL	17254	20130830012609635-02-1-2-525725--4--525725.u03	0	0
1191205	1011	148300	1377843987	1377843987	2003	2	2	1	1	NULL	17256	20130830012627928-02-1-1-525586-A635BA      060200FZ38-4-A635BA-060200FZ38.u03	0	0
1191206	1011	148295	1377844014	1377844014	2004	2	2	1	2	NULL	17254	20130830012654585-02-1-2-525726--4--525726.u03	0	0
1191207	1011	148300	1377844033	1377844033	2005	2	2	1	1	NULL	17256	20130830012713677-02-1-1-525587-A635BA      060220FZ38-4-A635BA-060220FZ38.u03	0	0
1191208	1011	148295	1377844069	1377844069	2006	2	2	1	2	NULL	17254	20130830012749529-02-1-2-525727--4--525727.u03	0	0
1191209	1011	148300	1377844087	1377844087	2007	2	2	1	1	NULL	17256	20130830012807847-02-1-1-525588-A635BA      060230FZ38-4-A635BA-060230FZ38.u03	0	0
1191210	1011	148295	1377844115	1377844115	2008	2	2	1	2	NULL	17254	20130830012835334-02-1-2-525728--4--525728.u03	0	0
1191211	1011	148300	1377844133	1377844133	2009	2	2	1	1	NULL	17256	20130830012853436-02-1-1-525589-A635BA      060240FZ38-4-A635BA-060240FZ38.u03	0	0
1191212	1011	148295	1377844161	1377844161	2010	2	2	1	2	NULL	17254	20130830012921905-02-1-2-525729--4--525729.u03	0	0
1191213	1011	148300	1377844180	1377844180	2011	2	2	1	1	NULL	17256	20130830012940156-02-1-1-525590-A635BA      060260FZ38-4-A635BA-060260FZ38.u03	0	0
1191214	1011	148295	1377844208	1377844208	2012	2	2	1	2	NULL	17254	20130830013008234-02-1-2-525730--4--525730.u03	0	0
1191215	1011	148300	1377844226	1377844226	2013	2	2	1	1	NULL	17256	20130830013026232-02-1-1-525591-A635BA      060270FZ38-4-A635BA-060270FZ38.u03	0	0
1191216	1011	148295	1377844352	1377844352	2014	2	2	1	2	NULL	17254	20130830013232760-02-1-2-525731--4--525731.u03	0	0
1191217	1011	148300	1377844373	1377844373	2015	2	2	1	1	NULL	17256	20130830013253071-02-1-1-525592-A635BA      060280FZ38-4-A635BA-060280FZ38.u03	0	0
1191218	1011	148295	1377844395	1377844395	2016	2	2	1	2	NULL	17254	20130830013315182-02-1-2-525732--4--525732.u03	0	0
1191219	1011	148300	1377844413	1377844413	2017	2	2	1	1	NULL	17256	20130830013333425-02-1-1-525593-A635BA      060090FZ38-4-A635BA-060090FZ38.u03	0	0
1191220	1011	148295	1377844435	1377844435	2018	2	2	1	2	NULL	17254	20130830013355461-02-1-2-525733--4--525733.u03	0	0
1191221	1011	148300	1377844453	1377844453	2019	2	2	1	1	NULL	17256	20130830013413393-02-1-1-525594-A635BA      060100FZ38-4-A635BA-060100FZ38.u03	0	0
1191222	1011	148295	1377844475	1377844475	2020	2	2	1	2	NULL	17254	20130830013435452-02-1-2-525734--4--525734.u03	0	0
1191223	1011	148300	1377844493	1377844493	2021	2	2	1	1	NULL	17256	20130830013453640-02-1-1-525595-A635BA      060110FZ38-4-A635BA-060110FZ38.u03	0	0
1191224	1011	148295	1377844520	1377844520	2022	2	2	1	2	NULL	17254	20130830013520560-02-1-2-525735--4--525735.u03	0	0
1191190	1012	148296	1377843789	1377843789	2023	2	2	1	2	NULL	17254	20130830012309671-03-1-2-525718--4--525718.u03	0	0
1191191	1012	148301	1377843808	1377843808	2024	2	2	1	1	NULL	17256	20130830012328192-03-1-1-525579-A635BA      059690FZ38-4-A635BA-059690FZ38.u03	0	0
1191192	1012	148296	1377843836	1377843836	2025	2	2	1	2	NULL	17254	20130830012356754-03-1-2-525719--4--525719.u03	0	0
1191193	1012	148301	1377843855	1377843855	2026	2	2	1	1	NULL	17256	20130830012415728-03-1-1-525580-A635BA      059700FZ38-4-A635BA-059700FZ38.u03	0	0
1191194	1012	148296	1377843879	1377843879	2027	2	2	1	2	NULL	17254	20130830012439447-03-1-2-525720--4--525720.u03	0	0
1191195	1012	148301	1377843897	1377843897	2028	2	2	1	1	NULL	17256	20130830012457911-03-1-1-525581-A635BA      059710FZ38-4-A635BA-059710FZ38.u03	0	0
1191196	1012	148296	1377843924	1377843924	2029	2	2	1	2	NULL	17254	20130830012524290-03-1-2-525721--4--525721.u03	0	0
1191197	1012	148301	1377843943	1377843943	2030	2	2	1	1	NULL	17256	20130830012543328-03-1-1-525582-A635BA      059720FZ38-4-A635BA-059720FZ38.u03	0	0
1191198	1012	148296	1377843970	1377843970	2031	2	2	1	2	NULL	17254	20130830012610832-03-1-2-525722--4--525722.u03	0	0
1191199	1012	148301	1377843989	1377843989	2032	2	2	1	1	NULL	17256	20130830012629289-03-1-1-525583-A635BA      060360FZ38-4-A635BA-060360FZ38.u03	0	0
1191200	1012	148296	1377844013	1377844013	2033	2	2	1	2	NULL	17254	20130830012653634-03-1-2-525723--4--525723.u03	0	0
1191201	1012	148301	1377844032	1377844032	2034	2	2	1	1	NULL	17256	20130830012712113-03-1-1-525584-A635BA      060370FZ38-4-A635BA-060370FZ38.u03	0	0
1191202	1012	148296	1377844068	1377844068	2035	2	2	1	2	NULL	17254	20130830012748457-03-1-2-525724--4--525724.u03	0	0
1191203	1012	148301	1377844086	1377844086	2036	2	2	1	1	NULL	17256	20130830012806969-03-1-1-525585-A635BA      060190FZ38-4-A635BA-060190FZ38.u03	0	0
1191204	1012	148296	1377844114	1377844114	2037	2	2	1	2	NULL	17254	20130830012834216-03-1-2-525725--4--525725.u03	0	0
1191205	1012	148301	1377844132	1377844132	2038	2	2	1	1	NULL	17256	20130830012852686-03-1-1-525586-A635BA      060200FZ38-4-A635BA-060200FZ38.u03	0	0
1191206	1012	148296	1377844160	1377844160	2039	2	2	1	2	NULL	17254	20130830012920828-03-1-2-525726--4--525726.u03	0	0
1191207	1012	148301	1377844179	1377844179	2040	2	2	1	1	NULL	17256	20130830012939313-03-1-1-525587-A635BA      060220FZ38-4-A635BA-060220FZ38.u03	0	0
1191208	1012	148296	1377844207	1377844207	2041	2	2	1	2	NULL	17254	20130830013007109-03-1-2-525727--4--525727.u03	0	0
