MACHINE;LANE;STAGE;PRODUCT;TIMESTAMP;FID;FNAME;OUTPUT;SERIAL;PRODUCTID;TPickup;TPMiss;TRMiss;TDMiss;THMiss;TRSMiss;TMMiss
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847034;2314;20130830021714757-02-1-1-525647-A635BA      060440FZ38-3-A635BA-060440FZ38.U01;3;525647;233;101261;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847161;2724;20130830021921170-02-1-1-525648-A635BA      060450FZ38-3-A635BA-060450FZ38.U01;3;525648;233;101398;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847207;2854;20130830022007488-02-1-1-525649-A635BA      060460FZ38-3-A635BA-060460FZ38.U01;3;525649;233;101535;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847252;2876;20130830022052785-02-1-1-525650-A635BA      060470FZ38-3-A635BA-060470FZ38.U01;3;525650;233;101672;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847298;2098;20130830022138249-02-1-1-525651-A635BA      060480FZ38-3-A635BA-060480FZ38.U01;3;525651;233;101809;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847343;2845;20130830022223287-02-1-1-525652-A635BA      060290FZ38-3-A635BA-060290FZ38.U01;3;525652;233;101946;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847388;2268;20130830022308253-02-1-1-525653-A635BA      060300FZ38-3-A635BA-060300FZ38.U01;3;525653;233;102083;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847540;2640;20130830022540778-02-1-1-525654-A635BA      060320FZ38-3-A635BA-060320FZ38.U01;3;525654;233;102220;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847588;2672;20130830022628739-02-1-1-525655-A635BA      060330FZ38-3-A635BA-060330FZ38.U01;3;525655;233;102357;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847771;2864;20130830022931185-02-1-1-525656-A635BA      060340FZ38-3-A635BA-060340FZ38.U01;3;525656;233;102494;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847792;2835;20130830022952587-02-1-1-525657-A635BA      060350FZ38-3-A635BA-060350FZ38.U01;3;525657;233;102631;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847833;2313;20130830023033061-02-1-1-525658-A635BA      061120FZ38-3-A635BA-061120FZ38.U01;3;525658;233;102768;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847873;2207;20130830023113537-02-1-1-525659-A635BA      061130FZ38-3-A635BA-061130FZ38.U01;3;525659;233;102905;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847914;2532;20130830023154106-02-1-1-525660-A635BA      061140FZ38-3-A635BA-061140FZ38.U01;3;525660;233;103042;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847954;2275;20130830023234502-02-1-1-525661-A635BA      061150FZ38-3-A635BA-061150FZ38.U01;3;525661;233;103179;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377847974;2362;20130830023254998-02-1-1-525662-A635BA      061170FZ38-3-A635BA-061170FZ38.U01;3;525662;233;103316;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848016;2954;20130830023336572-02-1-1-525663-A635BA      061180FZ38-3-A635BA-061180FZ38.U01;3;525663;233;103453;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848056;2484;20130830023416813-02-1-1-525664-A635BA      060990FZ38-3-A635BA-060990FZ38.U01;3;525664;233;103590;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848097;2683;20130830023457336-02-1-1-525665-A635BA      061000FZ38-3-A635BA-061000FZ38.U01;3;525665;233;103727;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848137;2734;20130830023537941-02-1-1-525666-A635BA      061010FZ38-3-A635BA-061010FZ38.U01;3;525666;233;103864;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848159;2193;20130830023559111-02-1-1-525667-A635BA      061020FZ38-3-A635BA-061020FZ38.U01;3;525667;233;104001;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848199;2271;20130830023639712-02-1-1-525668-A635BA      061030FZ38-3-A635BA-061030FZ38.U01;3;525668;233;104138;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848240;2849;20130830023720130-02-1-1-525669-A635BA      061040FZ38-3-A635BA-061040FZ38.U01;3;525669;233;104275;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848280;2935;20130830023800604-02-1-1-525670-A635BA      061050FZ38-3-A635BA-061050FZ38.U01;3;525670;233;104412;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848321;2857;20130830023841516-02-1-1-525671-A635BA      061060FZ38-3-A635BA-061060FZ38.U01;3;525671;233;104549;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848366;2654;20130830023926335-02-1-1-525672-A635BA      061070FZ38-3-A635BA-061070FZ38.U01;3;525672;233;104686;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848516;2789;20130830024156056-02-1-1-525673-A635BA      061080FZ38-3-A635BA-061080FZ38.U01;3;525673;233;104823;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848561;2634;20130830024241666-02-1-1-525674-A635BA      060890FZ38-3-A635BA-060890FZ38.U01;3;525674;233;104960;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848607;2135;20130830024327159-02-1-1-525675-A635BA      060900FZ38-3-A635BA-060900FZ38.U01;3;525675;233;105097;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848652;2788;20130830024412118-02-1-1-525676-A635BA      060910FZ38-3-A635BA-060910FZ38.U01;3;525676;233;105234;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848697;2396;20130830024457780-02-1-1-525677-A635BA      060920FZ38-3-A635BA-060920FZ38.U01;3;525677;233;105371;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848741;2526;20130830024541623-02-1-1-525678-A635BA      060930FZ38-3-A635BA-060930FZ38.U01;3;525678;233;105508;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848787;2281;20130830024627389-02-1-1-525679-A635BA      060940FZ38-3-A635BA-060940FZ38.U01;3;525679;233;105645;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848833;2492;20130830024713121-02-1-1-525680-A635BA      060950FZ38-3-A635BA-060950FZ38.U01;3;525680;233;105782;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848877;2031;20130830024757967-02-1-1-525681-A635BA      060960FZ38-3-A635BA-060960FZ38.U01;3;525681;233;105919;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848922;2101;20130830024842558-02-1-1-525682-A635BA      060970FZ38-3-A635BA-060970FZ38.U01;3;525682;233;106056;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377848967;2948;20130830024927446-02-1-1-525683-A635BA      060980FZ38-3-A635BA-060980FZ38.U01;3;525683;233;106193;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849011;2912;20130830025011785-02-1-1-525684-A635BA      060790FZ38-3-A635BA-060790FZ38.U01;3;525684;233;106330;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849056;2628;20130830025056992-02-1-1-525685-A635BA      060800FZ38-3-A635BA-060800FZ38.U01;3;525685;233;106467;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849102;2839;20130830025142149-02-1-1-525686-A635BA      060820FZ38-3-A635BA-060820FZ38.U01;3;525686;233;106604;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849188;2150;20130830025308577-02-1-1-525687-A635BA      060830FZ38-3-A635BA-060830FZ38.U01;3;525687;233;106741;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849233;2837;20130830025353253-02-1-1-525688-A635BA      060840FZ38-3-A635BA-060840FZ38.U01;3;525688;233;106878;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849278;2970;20130830025438990-02-1-1-525689-A635BA      060850FZ38-3-A635BA-060850FZ38.U01;3;525689;233;107015;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849324;2370;20130830025524598-02-1-1-525690-A635BA      060860FZ38-3-A635BA-060860FZ38.U01;3;525690;233;107152;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849369;2224;20130830025609486-02-1-1-525691-A635BA      060870FZ38-3-A635BA-060870FZ38.U01;3;525691;233;107289;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849414;2442;20130830025654039-02-1-1-525692-A635BA      060880FZ38-3-A635BA-060880FZ38.U01;3;525692;233;107426;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849458;2114;20130830025738088-02-1-1-525693-A635BA      060690FZ38-3-A635BA-060690FZ38.U01;3;525693;233;107563;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849502;2730;20130830025822484-02-1-1-525694-A635BA      060700FZ38-3-A635BA-060700FZ38.U01;3;525694;233;107700;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849548;2673;20130830025908202-02-1-1-525695-A635BA      060710FZ38-3-A635BA-060710FZ38.U01;3;525695;233;107837;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849592;2197;20130830025952236-02-1-1-525696-A635BA      060730FZ38-3-A635BA-060730FZ38.U01;3;525696;233;107974;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849638;2081;20130830030038365-02-1-1-525697-A635BA      060740FZ38-3-A635BA-060740FZ38.U01;3;525697;233;108111;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849687;2692;20130830030127350-02-1-1-525698-A635BA      060750FZ38-3-A635BA-060750FZ38.U01;3;525698;233;108248;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849733;2339;20130830030213467-02-1-1-525699-A635BA      060760FZ38-3-A635BA-060760FZ38.U01;3;525699;233;108385;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849778;2614;20130830030258903-02-1-1-525700-A635BA      060770FZ38-3-A635BA-060770FZ38.U01;3;525700;233;108522;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849824;2531;20130830030344166-02-1-1-525701-A635BA      060780FZ38-3-A635BA-060780FZ38.U01;3;525701;233;108659;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849869;2949;20130830030429013-02-1-1-525702-A635BA      060590FZ38-3-A635BA-060590FZ38.U01;3;525702;233;108796;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849913;2169;20130830030513924-02-1-1-525703-A635BA      060620FZ38-3-A635BA-060620FZ38.U01;3;525703;233;108933;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377849958;2000;20130830030558942-02-1-1-525704-A635BA      060640FZ38-3-A635BA-060640FZ38.U01;3;525704;233;109070;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850003;2269;20130830030643454-02-1-1-525705-A635BA      060650FZ38-3-A635BA-060650FZ38.U01;3;525705;233;109207;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850048;2315;20130830030728398-02-1-1-525706-A635BA      060670FZ38-3-A635BA-060670FZ38.U01;3;525706;233;109344;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850094;2817;20130830030814291-02-1-1-525707-A635BA      060680FZ38-3-A635BA-060680FZ38.U01;3;525707;233;109481;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850138;2896;20130830030858040-02-1-1-525708-A635BA      061780FZ38-3-A635BA-061780FZ38.U01;3;525708;233;109618;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850183;2877;20130830030943890-02-1-1-525709-A635BA      061590FZ38-3-A635BA-061590FZ38.U01;3;525709;233;109755;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850229;2343;20130830031029169-02-1-1-525710-A635BA      061600FZ38-3-A635BA-061600FZ38.U01;3;525710;233;109892;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850274;2543;20130830031114313-02-1-1-525711-A635BA      061610FZ38-3-A635BA-061610FZ38.U01;3;525711;233;110029;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850319;2621;20130830031159230-02-1-1-525712-A635BA      061620FZ38-3-A635BA-061620FZ38.U01;3;525712;233;110166;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850377;2238;20130830031257708-02-1-1-525713-A635BA      061630FZ38-3-A635BA-061630FZ38.U01;3;525713;233;110303;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850418;2014;20130830031338032-02-1-1-525714-A635BA      061640FZ38-3-A635BA-061640FZ38.U01;3;525714;233;110440;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850459;2279;20130830031419273-02-1-1-525715-A635BA      061650FZ38-3-A635BA-061650FZ38.U01;3;525715;233;110577;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850512;2767;20130830031512470-02-1-1-525716-A635BA      061660FZ38-3-A635BA-061660FZ38.U01;3;525716;233;110714;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850553;2937;20130830031553881-02-1-1-525717-A635BA      061670FZ38-3-A635BA-061670FZ38.U01;3;525717;233;110851;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850594;2520;20130830031634401-02-1-1-525718-A635BA      061680FZ38-3-A635BA-061680FZ38.U01;3;525718;233;110988;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850634;2182;20130830031714822-02-1-1-525719-A635BA      061490FZ38-3-A635BA-061490FZ38.U01;3;525719;233;111125;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850680;2664;20130830031800281-02-1-1-525720-A635BA      061500FZ38-3-A635BA-061500FZ38.U01;3;525720;233;111262;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850725;2971;20130830031845071-02-1-1-525721-A635BA      061510FZ38-3-A635BA-061510FZ38.U01;3;525721;233;111399;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850769;2408;20130830031929817-02-1-1-525722-A635BA      061520FZ38-3-A635BA-061520FZ38.U01;3;525722;233;111536;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850814;2293;20130830032014776-02-1-1-525723-A635BA      061530FZ38-3-A635BA-061530FZ38.U01;3;525723;233;111673;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850859;2090;20130830032059400-02-1-1-525724-A635BA      061540FZ38-3-A635BA-061540FZ38.U01;3;525724;233;111810;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850904;2816;20130830032144628-02-1-1-525725-A635BA      061550FZ38-3-A635BA-061550FZ38.U01;3;525725;233;111947;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377850949;2561;20130830032229663-02-1-1-525726-A635BA      061560FZ38-3-A635BA-061560FZ38.U01;3;525726;233;112084;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851018;2045;20130830032338927-02-1-1-525727-A635BA      061570FZ38-3-A635BA-061570FZ38.U01;3;525727;233;112221;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851059;2398;20130830032419095-02-1-1-525728-A635BA      061580FZ38-3-A635BA-061580FZ38.U01;3;525728;233;112358;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851099;2556;20130830032459515-02-1-1-525729-A635BA      061390FZ38-3-A635BA-061390FZ38.U01;3;525729;233;112495;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851139;2833;20130830032539707-02-1-1-525730-A635BA      061400FZ38-3-A635BA-061400FZ38.U01;3;525730;233;112632;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851183;2680;20130830032623001-02-1-1-525731-A635BA      061410FZ38-3-A635BA-061410FZ38.U01;3;525731;233;112769;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851264;2807;20130830032744286-02-1-1-525732-A635BA      061420FZ38-3-A635BA-061420FZ38.U01;3;525732;233;112906;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851304;2194;20130830032824665-02-1-1-525733-A635BA      061430FZ38-3-A635BA-061430FZ38.U01;3;525733;233;113043;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851345;2759;20130830032905036-02-1-1-525734-A635BA      061450FZ38-3-A635BA-061450FZ38.U01;3;525734;233;113180;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851385;2333;20130830032945420-02-1-1-525735-A635BA      061460FZ38-3-A635BA-061460FZ38.U01;3;525735;233;113317;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851430;2274;20130830033030745-02-1-1-525736-A635BA      061290FZ38-3-A635BA-061290FZ38.U01;3;525736;233;113454;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851477;2017;20130830033117785-02-1-1-525737-A635BA      061300FZ38-3-A635BA-061300FZ38.U01;3;525737;233;113591;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851522;2576;20130830033202305-02-1-1-525738-A635BA      061310FZ38-3-A635BA-061310FZ38.U01;3;525738;233;113728;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851568;2124;20130830033248263-02-1-1-525739-A635BA      061320FZ38-3-A635BA-061320FZ38.U01;3;525739;233;113865;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851614;2592;20130830033334426-02-1-1-525740-A635BA      061330FZ38-3-A635BA-061330FZ38.U01;3;525740;233;114002;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851668;2636;20130830033428631-02-1-1-525741-A635BA      061340FZ38-3-A635BA-061340FZ38.U01;3;525741;233;114139;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851708;2624;20130830033508601-02-1-1-525742-A635BA      061350FZ38-3-A635BA-061350FZ38.U01;3;525742;233;114276;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851748;2498;20130830033548850-02-1-1-525743-A635BA      061360FZ38-3-A635BA-061360FZ38.U01;3;525743;233;114413;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851793;2675;20130830033633681-02-1-1-525744-A635BA      061370FZ38-3-A635BA-061370FZ38.U01;3;525744;233;114550;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851865;2186;20130830033745865-02-1-1-525745-A635BA      061190FZ38-3-A635BA-061190FZ38.U01;3;525745;233;114687;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851913;2173;20130830033833052-02-1-1-525746-A635BA      061200FZ38-3-A635BA-061200FZ38.U01;3;525746;233;114824;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377851959;2980;20130830033919287-02-1-1-525747-A635BA      061210FZ38-3-A635BA-061210FZ38.U01;3;525747;233;114961;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852002;2289;20130830034002686-02-1-1-525748-A635BA      061220FZ38-3-A635BA-061220FZ38.U01;3;525748;233;115098;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852376;2983;20130830034616522-02-1-1-525749-A635BA      061230FZ38-3-A635BA-061230FZ38.U01;3;525749;233;115235;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852418;2360;20130830034658609-02-1-1-525750-A635BA      061240FZ38-3-A635BA-061240FZ38.U01;3;525750;233;115372;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852458;2136;20130830034738872-02-1-1-525751-A635BA      061250FZ38-3-A635BA-061250FZ38.U01;3;525751;233;115509;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852499;2541;20130830034819326-02-1-1-525752-A635BA      061260FZ38-3-A635BA-061260FZ38.U01;3;525752;233;115646;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852539;2780;20130830034859784-02-1-1-525753-A635BA      061270FZ38-3-A635BA-061270FZ38.U01;3;525753;233;115783;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852580;2609;20130830034940455-02-1-1-525754-A635BA      061280FZ38-3-A635BA-061280FZ38.U01;3;525754;233;115920;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852620;2806;20130830035020790-02-1-1-525755-A635BA      061090FZ38-3-A635BA-061090FZ38.U01;3;525755;233;116057;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852660;2769;20130830035100978-02-1-1-525756-A635BA      061100FZ38-3-A635BA-061100FZ38.U01;3;525756;233;116194;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852702;2406;20130830035142357-02-1-1-525757-A635BA      061110FZ38-3-A635BA-061110FZ38.U01;3;525757;233;116331;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852743;2302;20130830035223052-02-1-1-525758-A635BA      062070FZ38-3-A635BA-062070FZ38.U01;3;525758;233;116468;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852783;2316;20130830035303465-02-1-1-525759-A635BA      062080FZ38-3-A635BA-062080FZ38.U01;3;525759;233;116605;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852844;2891;20130830035404173-02-1-1-525760-A635BA      061900FZ38-3-A635BA-061900FZ38.U01;3;525760;233;116742;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852884;2363;20130830035444224-02-1-1-525761-A635BA      061920FZ38-3-A635BA-061920FZ38.U01;3;525761;233;116879;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852924;2698;20130830035524284-02-1-1-525762-A635BA      061930FZ38-3-A635BA-061930FZ38.U01;3;525762;233;117016;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377852964;2248;20130830035604818-02-1-1-525763-A635BA      061940FZ38-3-A635BA-061940FZ38.U01;3;525763;233;117153;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853005;2219;20130830035645309-02-1-1-525764-A635BA      061950FZ38-3-A635BA-061950FZ38.U01;3;525764;233;117290;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853045;2665;20130830035725698-02-1-1-525765-A635BA      061960FZ38-3-A635BA-061960FZ38.U01;3;525765;233;117427;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853085;1991;20130830035805805-02-1-1-525766-A635BA      061970FZ38-3-A635BA-061970FZ38.U01;3;525766;233;117564;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853127;2399;20130830035847133-02-1-1-525767-A635BA      061980FZ38-3-A635BA-061980FZ38.U01;3;525767;233;117701;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853167;2771;20130830035927382-02-1-1-525768-A635BA      061790FZ38-3-A635BA-061790FZ38.U01;3;525768;233;117838;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853207;2632;20130830040007639-02-1-1-525769-A635BA      061810FZ38-3-A635BA-061810FZ38.U01;3;525769;233;117975;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853247;2500;20130830040047898-02-1-1-525770-A635BA      061820FZ38-3-A635BA-061820FZ38.U01;3;525770;233;118112;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853291;2872;20130830040131140-02-1-1-525771-A635BA      061830FZ38-3-A635BA-061830FZ38.U01;3;525771;233;118249;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853331;2871;20130830040211516-02-1-1-525772-A635BA      061840FZ38-3-A635BA-061840FZ38.U01;3;525772;233;118386;14;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853375;2073;20130830040255114-02-1-1-525773-A635BA      061870FZ38-3-A635BA-061870FZ38.U01;3;525773;233;118525;16;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853415;2227;20130830040335317-02-1-1-525774-A635BA      061880FZ38-3-A635BA-061880FZ38.U01;3;525774;233;118662;16;4;0;0;0;0
02;1;1;PTA635AA001_BA001_CA001_RSA635BA001_4;1377853462;2160;20130830040422651-02-1-1-525775-A635BA      061700FZ38-3-A635BA-061700FZ38.U01;3;525775;233;118799;16;4;0;0;0;0
