machno lane filetype label seconds
4 2 u03 preprocess_u0X_file 0.000188172942800789
5 2 u03 preprocess_u0X_file 0.0001444326
1 1 u03 process_mount_log_file_data 0.136072772997963
2 1 u03 process_mount_log_file_data 0.109925448973843
3 1 u03 process_mount_log_file_data 0.0756291197852883
4 1 u03 process_mount_log_file_data 0.0489639158968254
5 1 u03 process_mount_log_file_data 0.0137682000039448
1 2 u03 process_mount_log_file_data 0.162309478785141
2 2 u03 process_mount_log_file_data 0.161693972074
3 2 u03 process_mount_log_file_data 0.098401521701581
4 2 u03 process_mount_log_file_data 0.0760494429960552
5 2 u03 process_mount_log_file_data 0.0124012863019608
1 1 u01 process_u01_file 0.00914415215959596
2 1 u01 process_u01_file 0.00861205775150301
3 1 u01 process_u01_file 0.00729314668253968
4 1 u01 process_u01_file 0.00700604002366864
5 1 u01 process_u01_file 0.005088559617357
1 2 u01 process_u01_file 0.006861013848
2 2 u01 process_u01_file 0.00942779978286853
3 2 u01 process_u01_file 0.0077626319704142
4 2 u01 process_u01_file 0.00626906395686275
5 2 u01 process_u01_file 0.00433149437254902
1 1 u03 process_u03_file 0.0496461465967413
2 1 u03 process_u03_file 0.0516812747847082
3 1 u03 process_u03_file 0.0346467325149105
4 1 u03 process_u03_file 0.0269990580793651
5 1 u03 process_u03_file 0.0149742965700197
1 2 u03 process_u03_file 0.0576360355943775
2 2 u03 process_u03_file 0.061636445182
3 2 u03 process_u03_file 0.0386337017114625
4 2 u03 process_u03_file 0.0333247721163708
5 2 u03 process_u03_file 0.0145646847745098
1 1 u01 prod_general_processing 0.00979989665050505
2 1 u01 prod_general_processing 0.00958741004809619
3 1 u01 prod_general_processing 0.00971411751190476
4 1 u01 prod_general_processing 0.00967201772781065
5 1 u01 prod_general_processing 0.00939984598619329
1 2 u01 prod_general_processing 0.009653170284
2 2 u01 prod_general_processing 0.00968389185458167
3 2 u01 prod_general_processing 0.00970573414003945
4 2 u01 prod_general_processing 0.00962031091568628
5 2 u01 prod_general_processing 0.0091905481745098
1 1 u01 prod_nozzle_processing 0.15553679149697
2 1 u01 prod_nozzle_processing 0.160877180172345
3 1 u01 prod_nozzle_processing 0.0339801851388889
4 1 u01 prod_nozzle_processing 0.0618657422820513
5 1 u01 prod_nozzle_processing 0.0123965467712032
1 2 u01 prod_nozzle_processing 0.152385792536
2 2 u01 prod_nozzle_processing 0.159034999669323
3 2 u01 prod_nozzle_processing 0.0326629795502959
4 2 u01 prod_nozzle_processing 0.0507509806803922
5 2 u01 prod_nozzle_processing 0.0115919622921569
1 1 u01 prod_unitreel_processing 0.0906053028848485
2 1 u01 prod_unitreel_processing 0.0917725983086172
3 1 u01 prod_unitreel_processing 0.0962400464484127
4 1 u01 prod_unitreel_processing 0.0787704715463511
5 1 u01 prod_unitreel_processing 0.032689482260355
1 2 u01 prod_unitreel_processing 0.053856899998
2 2 u01 prod_unitreel_processing 0.135442944974104
3 2 u01 prod_unitreel_processing 0.120879908343195
4 2 u01 prod_unitreel_processing 0.0763562656764706
5 2 u01 prod_unitreel_processing 0.0238010640686275
1 1 u01 production_processing 1.03758909090909e-05
2 1 u01 production_processing 1.0638380761523e-05
3 1 u01 production_processing 9.61856150793651e-06
4 1 u01 production_processing 8.5836134122288e-06
5 1 u01 production_processing 0.00315252166074951
1 2 u01 production_processing 9.727524e-06
2 2 u01 production_processing 1.26291374501992e-05
3 2 u01 production_processing 1.27300966469428e-05
4 2 u01 production_processing 1.00567098039216e-05
5 2 u01 production_processing 0.00217995477058824
1 1 u01 RH_process_trace_file_msg 1.41505555555556e-06
2 1 u01 RH_process_trace_file_msg 8.76043086172345e-07
3 1 u01 RH_process_trace_file_msg 1.07744345238095e-06
4 1 u01 RH_process_trace_file_msg 1.02854985192498e-06
5 1 u01 RH_process_trace_file_msg 1.02951873767258e-06
1 2 u01 RH_process_trace_file_msg 1.28762e-06
2 2 u01 RH_process_trace_file_msg 8.61877490039841e-07
3 2 u01 RH_process_trace_file_msg 9.07978303747535e-07
4 2 u01 RH_process_trace_file_msg 8.67360784313726e-07
5 2 u01 RH_process_trace_file_msg 9.99156862745098e-07
1 1 u03 RH_process_trace_file_msg 8.38205702647658e-07
2 1 u03 RH_process_trace_file_msg 8.55197183098592e-07
3 1 u03 RH_process_trace_file_msg 8.96899602385686e-07
4 1 u03 RH_process_trace_file_msg 8.63331349206349e-07
5 1 u03 RH_process_trace_file_msg 8.51266272189349e-07
1 2 u03 RH_process_trace_file_msg 8.81203815261044e-07
2 2 u03 RH_process_trace_file_msg 8.66084e-07
3 2 u03 RH_process_trace_file_msg 8.65147233201581e-07
4 2 u03 RH_process_trace_file_msg 8.56830374753452e-07
5 2 u03 RH_process_trace_file_msg 9.26247058823529e-07
1 1 u01 RH_process_u01_file_msg 0.000475655618181818
2 1 u01 RH_process_u01_file_msg 0.000484611028056112
3 1 u01 RH_process_u01_file_msg 0.000460631938492063
4 1 u01 RH_process_u01_file_msg 0.000455058522682446
5 1 u01 RH_process_u01_file_msg 0.00044347173964497
1 2 u01 RH_process_u01_file_msg 0.000434365686
2 2 u01 RH_process_u01_file_msg 0.000469841185258964
3 2 u01 RH_process_u01_file_msg 0.000453496660749507
4 2 u01 RH_process_u01_file_msg 0.000439251435294118
5 2 u01 RH_process_u01_file_msg 0.000470595290196078
1 1 u03 RH_process_u03_file_msg 0.0432858162525458
2 1 u03 RH_process_u03_file_msg 0.0432541125030181
3 1 u03 RH_process_u03_file_msg 0.043822805888668
4 1 u03 RH_process_u03_file_msg 0.0442381661111111
5 1 u03 RH_process_u03_file_msg 0.0418462463688363
1 2 u03 RH_process_u03_file_msg 0.0434862610763052
2 2 u03 RH_process_u03_file_msg 0.043305119554
3 2 u03 RH_process_u03_file_msg 0.0442477733735178
4 2 u03 RH_process_u03_file_msg 0.0439096906765286
5 2 u03 RH_process_u03_file_msg 0.0420926821529412
1 1 u03 trace_processing 0.00307849734623218
2 1 u03 trace_processing 0.0037349173943662
3 1 u03 trace_processing 0.00317765234592445
4 1 u03 trace_processing 0.00273461498412698
5 1 u03 trace_processing 0.00679806035502959
1 2 u03 trace_processing 0.00336283205823293
2 2 u03 trace_processing 0.003433534958
3 2 u03 trace_processing 0.00359093055533597
4 2 u03 trace_processing 0.00299168317948718
5 2 u03 trace_processing 0.00598801167058824
1 1 u01 unlink_file 0.00174214381818182
2 1 u01 unlink_file 0.00164709021543086
3 1 u01 unlink_file 0.00171129047123016
4 1 u01 unlink_file 0.00173362947830375
5 1 u01 unlink_file 0.00178910705719921
1 2 u01 unlink_file 0.001744378104
2 2 u01 unlink_file 0.00166298948705179
3 2 u01 unlink_file 0.0017517112209073
4 2 u01 unlink_file 0.00172202075294118
5 2 u01 unlink_file 0.0017406343
1 1 u03 unlink_file 0.00192449864867617
2 1 u03 unlink_file 0.00181633247183099
3 1 u03 unlink_file 0.00185097898508946
4 1 u03 unlink_file 0.00195658751587302
5 1 u03 unlink_file 0.00185347031656805
1 2 u03 unlink_file 0.00187635554618474
2 2 u03 unlink_file 0.001890598006
3 2 u03 unlink_file 0.00191954736462451
4 2 u03 unlink_file 0.00192012669033531
5 2 u03 unlink_file 0.00183170509901961
1 1 u01 unlink_proc_counters 0.00364019674949495
2 1 u01 unlink_proc_counters 0.00330844505611222
3 1 u01 unlink_proc_counters 0.0035342356547619
4 1 u01 unlink_proc_counters 0.00371301233727811
5 1 u01 unlink_proc_counters 0.00352407571203156
1 2 u01 unlink_proc_counters 0.003561770098
2 2 u01 unlink_proc_counters 0.00328019997211155
3 2 u01 unlink_proc_counters 0.00377170740828402
4 2 u01 unlink_proc_counters 0.00368068990392157
5 2 u01 unlink_proc_counters 0.00350523999607843
1 1 u03 unlink_proc_counters 0.00320704471283096
2 1 u03 unlink_proc_counters 0.00324251007042254
3 1 u03 unlink_proc_counters 0.00330520540357853
4 1 u03 unlink_proc_counters 0.00354479398611111
5 1 u03 unlink_proc_counters 0.00337668852662722
1 2 u03 unlink_proc_counters 0.0031527155060241
2 2 u03 unlink_proc_counters 0.00351069659
3 2 u03 unlink_proc_counters 0.00357087883992095
4 2 u03 unlink_proc_counters 0.00355948819921105
5 2 u03 unlink_proc_counters 0.00343009406078431
