ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Alinity CC Cuvette Wash,11111,IHN_LEVEL3_DESC,Alinity CC Cuvette Wash
Alinity CC Cuvette Wash,11111,CUVETTEWASH_DISBEGAVG_MIN,20000
Alinity CC Cuvette Wash,11111,CUVETTEWASH_PERCSAMPEVENTS_MIN,0.2
Alinity CC Cuvette Wash,11111,CUVETTEWASH_NUMCUVETTES_MIN,37
Alinity CC Cuvette Wash,11111,THRESHOLD_COUNT,1
Alinity CC Cuvette Wash,11111,THRESHOLD_DESCRIPTION,Alinity CC Cuvette Wash
